"CODE_GESIS","NOM_DANS_GESIS","UID_DHIS2","NOM_DANS_DHIS2","DISTRICT","REGION",,,
350351012,"CSB1 Analamary","ZTbfXbiLDFm","CSB1 Analamary","Ikongo","Vatovavy Fitovinany",,,
350351006,"CSB1 Ataranjaha","CNOcEoU7sGa","CSB1 Ataranjaha","Ikongo","Vatovavy Fitovinany",,,
350352002,"CSB1 EKAR Ambatofotsy","lp51tfyrT6W","FSP_ EKAR Ambatofotsy","Ikongo","Vatovavy Fitovinany",,,
350351008,"CSB1 Faliarivo","iNSOcDH9LNd","CSB1 Faliarivo","Ikongo","Vatovavy Fitovinany",,,
350351017,"CSB1 Nanarena","QFfb3Rhy1re","CSB1 Nanarena","Ikongo","Vatovavy Fitovinany",,,
350351009,"CSB1 Tsarakianja","TKWR5eOzLRE","CSB1 Tsarakianja","Ikongo","Vatovavy Fitovinany",,,
350351016,"CSB1 Volarivo","o4FfRWayCk0","CSB1 Volarivo","Ikongo","Vatovavy Fitovinany",,,
350341003,"CSB2 Ambinanitromby","rXXXN0qKc9C","CSB2 Ambinanitromby","Ikongo","Vatovavy Fitovinany",,,
350341004,"CSB2 Ambohimisafy","OYBSQFmxb56","CSB2 Ambohimisafy","Ikongo","Vatovavy Fitovinany",,,
350341005,"CSB2 Ambolomadinika","uHzEUXK7uOr","CSB2 Ambolomadinika","Ikongo","Vatovavy Fitovinany",,,
350341007,"CSB2 Ankarimbelo","TxSqfVkDU6g","CSB2 Ankarimbelo","Ikongo","Vatovavy Fitovinany",,,
350341026,"CSB2 Antodinga","FekqLhd0GJh","CSB2 Antodinga","Ikongo","Vatovavy Fitovinany",,,
350341010,"CSB2 Belemoka","QDMne5IaOnl","CSB2 Belemoka","Ikongo","Vatovavy Fitovinany",,,
350341011,"CSB2 Ifanirea","uYdd6fPUlsz","CSB2 Ifanirea","Ikongo","Vatovavy Fitovinany",,,
350341013,"CSB2 Ikalafotsy","pDFKetHUg5Y","CSB2 Kalafotsy","Ikongo","Vatovavy Fitovinany",,,
350341014,"CSB2 Ikongo","p2wQyDrHgEO","CSB2 Ikongo","Ikongo","Vatovavy Fitovinany",,,
350341019,"CSB2 Maromiandra","LZ0y9aPsEUh","CSB2 Maromiandra","Ikongo","Vatovavy Fitovinany",,,
350341021,"CSB2 Sahalanona","QFDIxK5OPV7","CSB2 Sahalanona","Ikongo","Vatovavy Fitovinany",,,
350341022,"CSB2 Tanakamba","vPCEXj1sqlN","CSB2 Tanakambana","Ikongo","Vatovavy Fitovinany",,,
350341023,"CSB2 Tolongoina","jYYN9Uaklbi","CSB2 Tolongoina","Ikongo","Vatovavy Fitovinany",,,
350141001,"CSB2 Ambahitrazo","WsHArpcvzeV","CSB2 Ambahatrazo","Manakara Atsimo","Vatovavy Fitovinany",,,
350152057,"CSB 1  FLM  Filadefia","NRLsFpK7igQ","FSP_FLM Filadelfia","Manakara Atsimo","Vatovavy Fitovinany",,,
350151054,"CSB1 210-B","FdHEXNQWPPU","CSB1 210-B","Manakara Atsimo","Vatovavy Fitovinany",,,
350151052,"CSB1 Ambodibonara","gsXssLfwuu9","CSB1 Ambodibonara","Manakara Atsimo","Vatovavy Fitovinany",,,
350153056,"CSB1 CMS JIRAMA Manakara","dBY6gAMQmHH","FSP_CMS JIRAMA Manakara","Manakara Atsimo","Vatovavy Fitovinany",,,
350151009,"CSB1 Ifaho","kyl4c1dRsFE","CSB1 Ifaho","Manakara Atsimo","Vatovavy Fitovinany",,,
350151007,"CSB1 Loharano","wy6IacMtRQa","CSB1 Loharano","Manakara Atsimo","Vatovavy Fitovinany",,,
350151044,"CSB1 Manjarivo","DJZYsyRUmxA","CSB2 Manjarivo","Manakara Atsimo","Vatovavy Fitovinany",,,
350151053,"CSB1 Vatolambo","B5SiihFPnb9","CSB1 Vatolambo","Manakara Atsimo","Vatovavy Fitovinany",,,
350141002,"CSB2 Ambahive","ZsJbgjr03m0","CSB2 Ambahive","Manakara Atsimo","Vatovavy Fitovinany",,,
350141003,"CSB2 Ambalaroka","tn2QSIG9ftp","CSB2 Ambalaroka","Manakara Atsimo","Vatovavy Fitovinany",,,
350141004,"CSB2 Ambalavero","kigKWhXJboE","CSB2 Ambalavero","Manakara Atsimo","Vatovavy Fitovinany",,,
350141005,"CSB2 Ambandrika","H0Jb0vmgXvC","CSB2 Ambandrika","Manakara Atsimo","Vatovavy Fitovinany",,,
350141006,"CSB2 Ambila","dN9GLpducjl","CSB2 Ambila","Manakara Atsimo","Vatovavy Fitovinany",,,
350141008,"CSB2 Amboanjo","TI03gXmBQNR","CSB2 Amboanjo","Manakara Atsimo","Vatovavy Fitovinany",,,
350141043,"CSB2 Ambodinato","hXgHWLkPBm1","CSB2 Ambodinato","Manakara Atsimo","Vatovavy Fitovinany",,,
350141011,"CSB2 Amborondra","rc3hsUR4rq6","CSB2 Amborondra","Manakara Atsimo","Vatovavy Fitovinany",,,
350141012,"CSB2 Ambotaka","GyPeGV0bDsu","CSB2 Ambotaka","Manakara Atsimo","Vatovavy Fitovinany",,,
350141013,"CSB2 Ampasimboraka","YCoHNPOemWp","CSB2 Ampasimboraka","Manakara Atsimo","Vatovavy Fitovinany",,,
350141014,"CSB2 Ampasimpotsy","ULK7ilo4GSW","CSB2 Ampasimpotsy Sud","Manakara Atsimo","Vatovavy Fitovinany",,,
350141015,"CSB2 Analavory","GybqKOAsGcY","CSB2 Analavory","Manakara Atsimo","Vatovavy Fitovinany",,,
350141016,"CSB2 Anorombato","mA7i90QkYMC","CSB2 Anorombato","Manakara Atsimo","Vatovavy Fitovinany",,,
350141017,"CSB2 Anosiala","rSOp7AThn12","CSB2 Nosiala","Manakara Atsimo","Vatovavy Fitovinany",,,
350141018,"CSB2 Anteza","u29zRsgcEhv","CSB2 Anteza","Manakara Atsimo","Vatovavy Fitovinany",,,
350141019,"CSB2 Bekatra","uGO7RBLMqvx","CSB2 Bekatra","Manakara Atsimo","Vatovavy Fitovinany",,,
350141020,"CSB2 Fenomby","HNzzbDGCGY4","CSB2 Fenomby","Manakara Atsimo","Vatovavy Fitovinany",,,
350141021,"CSB2 Ivatana","uzSMeP9F1V7","CSB2 Vatana","Manakara Atsimo","Vatovavy Fitovinany",,,
350141022,"CSB2 Kianjanomby","qFjssJQpnnv","CSB2 Kianjanaomby","Manakara Atsimo","Vatovavy Fitovinany",,,
350141023,"CSB2 Lokomby","Y1yc0J6g9Vo","CSB2 Lokomby","Manakara Atsimo","Vatovavy Fitovinany",,,
350141024,"CSB2 Mahabako","BTyyO3OAyfE","CSB2 Mahabako","Manakara Atsimo","Vatovavy Fitovinany",,,
350141025,"CSB2 Mahamaibe","XWgbRQl3m3m","CSB2 Mahamaibe","Manakara Atsimo","Vatovavy Fitovinany",,,
350141027,"CSB2 Mangarivotra","yYT7LEG75tk","CSB2 Mangarivotra","Manakara Atsimo","Vatovavy Fitovinany",,,
350141030,"CSB2 Mangatsiotra","z2egw7Rwtyp","CSB2 Mangatsiotra","Manakara Atsimo","Vatovavy Fitovinany",,,
350141026,"CSB2 Maroalakely","CUPqybS9OHR","CSB2 Maroalakely DU","Manakara Atsimo","Vatovavy Fitovinany",,,
350141031,"CSB2 Marofarihy","Qd4aHHQdsi9","CSB2 Marofarihy","Manakara Atsimo","Vatovavy Fitovinany",,,
350141034,"CSB2 Mavorano","q8PMH6Ry9JW","CSB2 Mavorano","Manakara Atsimo","Vatovavy Fitovinany",,,
350141035,"CSB2 Mitanty","aaeE5BZH5Jr","CSB2 Mitanty","Manakara Atsimo","Vatovavy Fitovinany",,,
350141036,"CSB2 Mizilo Gare","K11rruwGDJT","CSB2 Mizilo Gare","Manakara Atsimo","Vatovavy Fitovinany",,,
350143044,"CSB2 MSI","p9gfPzVbSdj","FSP_OSIEM Manakara","Manakara Atsimo","Vatovavy Fitovinany",,,
350141037,"CSB2 Nihaonana","tb6d4XFTadM","CSB2 Nihaonana Ambany","Manakara Atsimo","Vatovavy Fitovinany",,,
350141038,"CSB2 Onilahy","Yjn0BN2kESk","CSB2 Onilahy","Manakara Atsimo","Vatovavy Fitovinany",,,
350143029,"CSB2 OSIEM","p9gfPzVbSdj","FSP_OSIEM Manakara","Manakara Atsimo","Vatovavy Fitovinany",,,
350141039,"CSB2 Sahanambohitra","BIVPY3WYBTq","CSB2 Sahanambohitra","Manakara Atsimo","Vatovavy Fitovinany",,,
350141040,"CSB2 Saharefo","VNFN8yxKCxF","CSB2 Saharefo","Manakara Atsimo","Vatovavy Fitovinany",,,
350141041,"CSB2 Sahasinaka","CMZGhV0IGGv","CSB2 Sahasinaka","Manakara Atsimo","Vatovavy Fitovinany",,,
350141042,"CSB2 Sakoana","ZLHiHlvt7p3","CSB2 Sakoagna","Manakara Atsimo","Vatovavy Fitovinany",,,
350143028,"CSB2 Tanakidy","ylkzrCumefn","CSB2 Tanakidy","Manakara Atsimo","Vatovavy Fitovinany",,,
350141045,"CSB2 Tataho","AGsuiGy1pbD","CSB2 Tataho","Manakara Atsimo","Vatovavy Fitovinany",,,
350141046,"CSB2 Vinanitelo","XvewJZGaJML","CSB2 Vinanintelo","Manakara Atsimo","Vatovavy Fitovinany",,,
350141047,"CSB2 Vohilava","cK7LsgeHgAt","CSB2 Vohilava","Manakara Atsimo","Vatovavy Fitovinany",,,
350141048,"CSB2 Vohimanitra","ylYtvvXBdHM","CSB2 Vohimanitra","Manakara Atsimo","Vatovavy Fitovinany",,,
350141049,"CSB2 Vohimasina Nord","lQc3dlIYlfc","CSB2 Vohimasina Nord","Manakara Atsimo","Vatovavy Fitovinany",,,
350141050,"CSB2 Vohimasina Sud","NoiJHdp9JSr","CSB2 Vohimasina Sud","Manakara Atsimo","Vatovavy Fitovinany",,,
350141051,"CSB2 Vohimasy","fpgSA2sn7hf","CSB2 Vohimasy","Manakara Atsimo","Vatovavy Fitovinany",,,
350441001,"CSB2 Ambinanifitoerana","BxpH1ND8KFP","CSB2 Ambinanifitoerana","Mananjary","Vatovavy Fitovinany",,,
350451016,"CSB1 Ambalamainty","YxrZbfqDA6r","CSB1 Ambalamainty","Mananjary","Vatovavy Fitovinany",,,
350451053,"CSB1 Ambodiaviavy","AxTFbOBjP1K","CSB1 Ambodiaviavy","Mananjary","Vatovavy Fitovinany",,,
350451007,"CSB1 Bemoka","gGzLr4oo3Pm","CSB1 Bemoka","Mananjary","Vatovavy Fitovinany",,,
350452050,"CSB1 Ekar Mahavoky Nord","ebRE2LEmvie","CSB1 Ekar Mahavoky Nord","Mananjary","Vatovavy Fitovinany",,,
350452030,"CSB1 EKAR Tanambao","MV5fSBnQpFC","FSP_ EKAR Tanambao","Mananjary","Vatovavy Fitovinany",,,
350452047,"CSB1 EKAR Tsiatosika","elIt2dLIHBw","FSP_EKAR Tsiatosika","Mananjary","Vatovavy Fitovinany",,,
350451008,"CSB1 Lavakianja","JJPXmBBn47m","CSB1 Lavakianja","Mananjary","Vatovavy Fitovinany",,,
350451020,"CSB1 Mahavoky Sud","kraCyRAvVgQ","CSB1 Mahavoky Sud","Mananjary","Vatovavy Fitovinany",,,
350451004,"CSB1 Manakana Antsindra","Ht69V3vwfVs","CSB1 Manakana Antsindra","Mananjary","Vatovavy Fitovinany",,,
350451014,"CSB1 Marohita","onLZ8h8Nng2","CSB1 Marohita","Mananjary","Vatovavy Fitovinany",,,
350451002,"CSB1 Morarano Tody","TheMkAkfvgn","CSB1 Morarano Toby","Mananjary","Vatovavy Fitovinany",,,
350452051,"CSB1 SALFA Ambaladara","juLcMFcd4Fv","FSP_SALFA Ambaladara","Mananjary","Vatovavy Fitovinany",,,
350451011,"CSB1 Seranana","eQSREv9e1bq","CSB1 Seranana","Mananjary","Vatovavy Fitovinany",,,
350451024,"CSB1 Tanandava","zMJxWJIgF5N","CSB1 Tanandava","Mananjary","Vatovavy Fitovinany",,,
350451044,"CSB1 Tsaravinany","nE3sJcoVkhr","CSB1 Tsaravinany","Mananjary","Vatovavy Fitovinany",,,
350441003,"CSB2 Ambodinonoka","SOYJNYkE3Ah","CSB2 Ambodinonoka","Mananjary","Vatovavy Fitovinany",,,
350441005,"CSB2 Ambohimiarina II","xFewURfeM6L","CSB2 Ambohimiarina II","Mananjary","Vatovavy Fitovinany",,,
350441006,"CSB2 Ambohinihaonana","BbsaOL1ndvg","CSB2 Ambohinihaonana","Mananjary","Vatovavy Fitovinany",,,
350441009,"CSB2 Ambohitsara Est","KXNLOAzcjfG","CSB2 Ambohitsara Est","Mananjary","Vatovavy Fitovinany",,,
350441010,"CSB2 Andonabe","Y8p37aLjrHn","CSB2 Andonabe","Mananjary","Vatovavy Fitovinany",,,
350441012,"CSB2 Andranambolava","Znyo1UWzmFH","CSB2 Andranambolava","Mananjary","Vatovavy Fitovinany",,,
350441013,"CSB2 Andranomavo","Dzr57TxAG74","CSB2 Andranomavo","Mananjary","Vatovavy Fitovinany",,,
350441015,"CSB2 Anosimparihy","EYZ5Ej566ob","CSB2 Anosimparihy","Mananjary","Vatovavy Fitovinany",,,
350441052,"CSB2 Antaretra","bnMM4PwDm3F","CSB2 Antaretra","Mananjary","Vatovavy Fitovinany",,,
350441017,"CSB2 Antsenavolo","IQ82WcLTcGX","CSB2 Antsenavolo","Mananjary","Vatovavy Fitovinany",,,
350442046,"CSB2 EKAR Marovahy","aihwzCRcQS3","FSP_EKAR Marovahy","Mananjary","Vatovavy Fitovinany",,,
350442048,"CSB2 EKAR Vohilava","FNRS263It3k","FSP_EKAR Vohilava","Mananjary","Vatovavy Fitovinany",,,
350442049,"CSB2 Fanantenane","R6evSAV8MdQ","FSP_Fanantenane","Mananjary","Vatovavy Fitovinany",,,
350441018,"CSB2 Kianjavato","dSY2oZjJcwj","CSB2 Kianjavato","Mananjary","Vatovavy Fitovinany",,,
350441021,"CSB2 Mahatsara Sud","ErLw9twd3q5","CSB2 Mahatsara Sud","Mananjary","Vatovavy Fitovinany",,,
350441022,"CSB2 Mahavoky Nord","VW9Pm0uz6SX","CSB2 Mahavoky Nord","Mananjary","Vatovavy Fitovinany",,,
350441023,"CSB2 Mahela","xIpy9Oaipvh","CSB2 Mahela","Mananjary","Vatovavy Fitovinany",,,
350441025,"CSB2 Manakana Nord","ZboIy43ZwzX","CSB2 Manakana Nord","Mananjary","Vatovavy Fitovinany",,,
350441026,"CSB2 Mananjary","IRn2N8HJCVT","CSB2 Mananjary CSBU","Mananjary","Vatovavy Fitovinany",,,
350441034,"CSB2 Marofototra","NA1FBm3XUuW","CSB2 Marofototra","Mananjary","Vatovavy Fitovinany",,,
350441035,"CSB2 Marokarima","ngHZIXy1Cyw","CSB2 Marokarima","Mananjary","Vatovavy Fitovinany",,,
350441036,"CSB2 Marosangy","tHaaamft4vA","CSB2 Marosangy","Mananjary","Vatovavy Fitovinany",,,
350441037,"CSB2 Morafeno","A0YU5ksfXZS","CSB2 Morafeno","Mananjary","Vatovavy Fitovinany",,,
350441038,"CSB2 Namorona","INrXsjpFZU8","CSB2 Namorona","Mananjary","Vatovavy Fitovinany",,,
350442027,"CSB2 OSIEMI  Mananjary","mHDPNIDOecN","FSP OSIEMI Mananjary","Mananjary","Vatovavy Fitovinany",,,
350441039,"CSB2 Sandrohy","pfav1hH9Nuf","CSB2 Sandrohy","Mananjary","Vatovavy Fitovinany",,,
350441040,"CSB2 Tsaravary","eHk9mLUogOz","CSB2 Tsaravary","Mananjary","Vatovavy Fitovinany",,,
350441041,"CSB2 Tsiatosika","vPmCzlQD5a8","CSB2 Tsiatosika","Mananjary","Vatovavy Fitovinany",,,
350441042,"CSB2 Vatohandrina","I0zrAwM5gZL","CSB2 Vatohandrina","Mananjary","Vatovavy Fitovinany",,,
350441043,"CSB2 Vohilava","ZpdAbOChH4T","CSB2 Vohilava","Mananjary","Vatovavy Fitovinany",,,
350541001,"CSB2 Ambahy","IcMiQU9QW3l","CSB2 Ambahy","Nosy Varika","Vatovavy Fitovinany",,,
350551023,"CSB1 Ambalakondro","VlX1os6qq1m","CSB1 Ambalakondro","Nosy Varika","Vatovavy Fitovinany",,,
350551007,"CSB1 Ambodivoahangy","dzaTeu7rWtd","CSB1 Ambodivoahangy","Nosy Varika","Vatovavy Fitovinany",,,
350551022,"CSB1 Ampasimbola","xUGh6ct7mEH","CSB1 Ampasimbola","Nosy Varika","Vatovavy Fitovinany",,,
350551028,"CSB1 Andranomavo","XayRHbpjHQH","CSB1 Andranomavo","Nosy Varika","Vatovavy Fitovinany",,,
350551008,"CSB1 Anivorano I","deMUdqCZSnE","CSB1 Anivorano I","Nosy Varika","Vatovavy Fitovinany",,,
350551026,"CSB1 Mandroromody","GnLPZLWBA34","CSB1 Mandroromody II","Nosy Varika","Vatovavy Fitovinany",,,
350542018,"CSB2  FJKM Nosy Varika","X4SRnrSYWwg","FSP_ SAF Fjkm Nosy Varika","Nosy Varika","Vatovavy Fitovinany",,,
350541002,"CSB2 Ambakobe","diSP8NlOblg","CSB2 Ambakobe","Nosy Varika","Vatovavy Fitovinany",,,
350541003,"CSB2 Ambodiara","wbnWeWIxXV6","CSB2 Ambodiara","Nosy Varika","Vatovavy Fitovinany",,,
350541004,"CSB2 Ambodilafa","x2NG6OgByyW","CSB2 Ambodilafa","Nosy Varika","Vatovavy Fitovinany",,,
350541005,"CSB2 Ambodirian'Isahafary","TXeWDCjAmaR","CSB2 Ambodirian'Isahafary","Nosy Varika","Vatovavy Fitovinany",,,
350541006,"CSB2 Ampasinambo","y7SK3kXA1PW","CSB2 Ampasinambo","Nosy Varika","Vatovavy Fitovinany",,,
350541009,"CSB2 Andara","xbmgFbAsjs8","CSB2 Andara","Nosy Varika","Vatovavy Fitovinany",,,
350541010,"CSB2 Androrangavola","lOonT3K0lGy","CSB2 Androrangavola","Nosy Varika","Vatovavy Fitovinany",,,
350541011,"CSB2 Angodongodona","rPZA4HOPTo3","CSB2 Angodongodona","Nosy Varika","Vatovavy Fitovinany",,,
350541012,"CSB2 Antanambao I","kvL3R5nif8u","CSB2 Antanambao I","Nosy Varika","Vatovavy Fitovinany",,,
350541013,"CSB2 Befody","liNQWaRIkqb","CSB2 Befody","Nosy Varika","Vatovavy Fitovinany",,,
350542020,"CSB2 EKAR Sahavato","W8fiZ2dIEmI","FSP_ EKAR Sahavato","Nosy Varika","Vatovavy Fitovinany",,,
350541015,"CSB2 Fanivelona","ylSfYC22EEB","CSB2 Fanivelona","Nosy Varika","Vatovavy Fitovinany",,,
350541014,"CSB2 Fiadanana","JhQYIlxVg2W","CSB2 Fiadanana","Nosy Varika","Vatovavy Fitovinany",,,
350541019,"CSB2 Sahavato","reZwG5541C7","CSB2 Sahavato","Nosy Varika","Vatovavy Fitovinany",,,
350541021,"CSB2 Soavina","wR4eOoT36S0","CSB2 Soavina Est","Nosy Varika","Vatovavy Fitovinany",,,
350541016,"CSB2 Tsararivotra","cp2lO2PyVj4","CSB2 Tsararivotra","Nosy Varika","Vatovavy Fitovinany",,,
350541024,"CSB2 Vohidroa","jhMynEYfQcG","CSB2 Vohidroa","Nosy Varika","Vatovavy Fitovinany",,,
350541025,"CSB2 Vohilava","xOW0AHGbhzz","CSB2 Vohilavakely","Nosy Varika","Vatovavy Fitovinany",,,
350541027,"CSB2 Vohitrandriana","ywdasLE91Ac","CSB2 Vohitrandriana","Nosy Varika","Vatovavy Fitovinany",,,
350641001,"CSB2 Andemaka","yDh3AyrfubF","CSB2 Andemaka","Vohipeno","Vatovavy Fitovinany",,,
350651006,"CSB1 Ambodimanga","eA3Pis9jmIj","CSB1 Ambodimanga","Vohipeno","Vatovavy Fitovinany",,,
350651013,"CSB1 Ambohitsara II","VHP3b9DfdXL","CSB1 Ambohitsara II","Vohipeno","Vatovavy Fitovinany",,,
350652026,"CSB1 EKAR Andranovolo","PBELQ98WwuH","FSP_EKAR Andranovolo","Vohipeno","Vatovavy Fitovinany",,,
350653021,"CSB1 EKAR Imainty","ZR9L4DXFZQ4","FSP_ EKAR Imainty","Vohipeno","Vatovavy Fitovinany",,,
350652023,"CSB1 EKAR Tanjomoha","npZVn3St6tf","FSP_EKAR Tanjomoha","Vohipeno","Vatovavy Fitovinany",,,
350652024,"CSB1 EKAR Vatomasina","GclRbokXXHP","FSP_ EKAR Vatomasy","Vohipeno","Vatovavy Fitovinany",,,
350651007,"CSB1 Manantotsikora","OMiwCsIm3We","CSB1 Manatotsikora","Vohipeno","Vatovavy Fitovinany",,,
350651014,"CSB1 Tamboholava","wgqV75wJXMi","CSB1 Tamboholava","Vohipeno","Vatovavy Fitovinany",,,
350651027,"CSB1 Vatolapana","pHodvvtYY5g","CSB1 Vatolapana","Vohipeno","Vatovavy Fitovinany",,,
350641002,"CSB2 Ankarimbary","k58KqJfmgTM","CSB2 Ankarimbary","Vohipeno","Vatovavy Fitovinany",,,
350641003,"CSB2 Anoloka","pw4027AoDyF","CSB2 Agnoloka","Vohipeno","Vatovavy Fitovinany",,,
350641026,"CSB2 Antananabo","rgErs1iV287","CSB2 Antananabo","Vohipeno","Vatovavy Fitovinany",,,
350641004,"CSB2 Ifatsy","Bv0j33Fkigo","CSB2 Ifatsy","Vohipeno","Vatovavy Fitovinany",,,
350641005,"CSB2 Ilakatra","FfeT6dGGUNF","CSB2 Ilakatra","Vohipeno","Vatovavy Fitovinany",,,
350641008,"CSB2 Ivato","GDpSKtOSqLN","CSB2 Ivato","Vohipeno","Vatovavy Fitovinany",,,
350641009,"CSB2 Lanivo","p2Pty3w7ZTt","CSB2 Lanivo","Vohipeno","Vatovavy Fitovinany",,,
350641010,"CSB2 Mahabo","SowpzyVI9Gq","CSB2 Mahabo","Vohipeno","Vatovavy Fitovinany",,,
350641011,"CSB2 Mahasoabe","to8ODHXkSjA","CSB2 Mahasoabe","Vohipeno","Vatovavy Fitovinany",,,
350641012,"CSB2 Mahazoarivo","lKEoVWt9vzQ","CSB2 Mahazoarivo","Vohipeno","Vatovavy Fitovinany",,,
350641015,"CSB2 Nato","S9LhQI2JD3M","CSB2 Nato","Vohipeno","Vatovavy Fitovinany",,,
350641016,"CSB2 Onjatsy","zHIVROnaeQJ","CSB2 Onjatsy","Vohipeno","Vatovavy Fitovinany",,,
350641017,"CSB2 Sahalava","qaAyF1vMpT5","CSB2 Sahalava","Vohipeno","Vatovavy Fitovinany",,,
350641018,"CSB2 Savana","u8JE3jXmMi1","CSB2 Savana","Vohipeno","Vatovavy Fitovinany",,,
350641019,"CSB2 Vohilany","Sd305R8DXSe","CSB2 Vohilany","Vohipeno","Vatovavy Fitovinany",,,
350641020,"CSB2 Vohindava","UvneTMfnITQ","CSB2 Vohindava","Vohipeno","Vatovavy Fitovinany",,,
350641022,"CSB2 Vohipeno","Sgs96h15XJw","CSB2 Vohipeno DU","Vohipeno","Vatovavy Fitovinany",,,
350641025,"CSB2 Vohitrindry","diOhECeojSf","CSB2 Vohitrindry","Vohipeno","Vatovavy Fitovinany",,,
330241001,"CSB2 Antaninarenina","Zr7KEyJpxPU","Zr7KEyJpxPU","Befotaka","Atsimo Atsinanana",,,
330241002,"CSB2 Antondabe","y87Ejx2fMPc","y87Ejx2fMPc","Befotaka","Atsimo Atsinanana",,,
330241003,"CSB2 Befotaka","ddQFinM2Typ","ddQFinM2Typ","Befotaka","Atsimo Atsinanana",,,
330241004,"CSB2 Beharena","sSiBYUwVrCC","sSiBYUwVrCC","Befotaka","Atsimo Atsinanana",,,
330241005,"CSB2 Bekofafa","j71uyEI8mwC","j71uyEI8mwC","Befotaka","Atsimo Atsinanana",,,
330241006,"CSB2 Marovitsika","MW4c6VE9Fv3","MW4c6VE9Fv3","Befotaka","Atsimo Atsinanana",,,
330241007,"CSB2 Ranotsara Sud","dI4DlaVEcyk","dI4DlaVEcyk","Befotaka","Atsimo Atsinanana",,,
330141001,"CSB2 Ambalatany","Rizisgdv6qG","Rizisgdv6qG","Farafangana","Atsimo Atsinanana",,,
330151042,"Cabinet Médical Fanantenana","cGLwHQdnKWE","cGLwHQdnKWE","Farafangana","Atsimo Atsinanana",,,
330141002,"CSB1 Ambalatraka","xURzuzmwpQS","xURzuzmwpQS","Farafangana","Atsimo Atsinanana",,,
330151003,"CSB1 Ambalavato Nord","tpZTCiBoXXv","tpZTCiBoXXv","Farafangana","Atsimo Atsinanana",,,
330152006,"CSB1 EKAR Ambohigogo","FiTwSzHGXFq","FiTwSzHGXFq","Farafangana","Atsimo Atsinanana",,,
330152010,"CSB1 EKAR Anosivelo","lVSGx0nhPwQ","lVSGx0nhPwQ","Farafangana","Atsimo Atsinanana",,,
330152038,"CSB1 EKAR Tangainony","Wj1nm4niSOV","Wj1nm4niSOV","Farafangana","Atsimo Atsinanana",,,
330151034,"CSB1 Etsingilo","YejDF4MAJPS","YejDF4MAJPS","Farafangana","Atsimo Atsinanana",,,
330151035,"CSB1 Firifiry","KbCqDMhRmIg","KbCqDMhRmIg","Farafangana","Atsimo Atsinanana",,,
330151021,"CSB1 Lohatranambo","oexviAkTt9T","oexviAkTt9T","Farafangana","Atsimo Atsinanana",,,
330151016,"CSB1 Sarinosy","eC4MwqpQztG","eC4MwqpQztG","Farafangana","Atsimo Atsinanana",,,
330141003,"CSB2 Ambalavato Sud","Yi5hM7RNBj5","Yi5hM7RNBj5","Farafangana","Atsimo Atsinanana",,,
330141004,"CSB2 Ambohigogo","tbCgyfOfiey","tbCgyfOfiey","Farafangana","Atsimo Atsinanana",,,
330141005,"CSB2 Ambohimandroso","exBKoLvfSBd","exBKoLvfSBd","Farafangana","Atsimo Atsinanana",,,
330141007,"CSB2 Amporoforo","HPGJK5HC9cq","HPGJK5HC9cq","Farafangana","Atsimo Atsinanana",,,
330141008,"CSB2 Ankarana","JgZaBndsYOl","JgZaBndsYOl","Farafangana","Atsimo Atsinanana",,,
330141009,"CSB2 Anosivelo","RzQ7q6rI5Hu","RzQ7q6rI5Hu","Farafangana","Atsimo Atsinanana",,,
330141011,"CSB2 Anosy Tsararafa","cbKrVz8kdCh","cbKrVz8kdCh","Farafangana","Atsimo Atsinanana",,,
330141012,"CSB2 Antserambe","uB1sDRKKZY4","uB1sDRKKZY4","Farafangana","Atsimo Atsinanana",,,
330141013,"CSB2 Bevoay Bereta","hXJmY4OkPOY","hXJmY4OkPOY","Farafangana","Atsimo Atsinanana",,,
330143020,"CSB2 CML OSIEFA","XtA1IvUixTc","XtA1IvUixTc","Farafangana","Atsimo Atsinanana",,,
330141014,"CSB2 Efatsy","kH16MCojaeP","kH16MCojaeP","Farafangana","Atsimo Atsinanana",,,
330141015,"CSB2 Etrotroka","WnBiNOdCWyr","WnBiNOdCWyr","Farafangana","Atsimo Atsinanana",,,
330141018,"CSB2 Evato","aslJoi0k0yj","aslJoi0k0yj","Farafangana","Atsimo Atsinanana",,,
330141023,"CSB2 Fenoarivo","kX81t9Zfkfm","kX81t9Zfkfm","Farafangana","Atsimo Atsinanana",,,
330141024,"CSB2 Iabohazo","bsepDjeaBv8","bsepDjeaBv8","Farafangana","Atsimo Atsinanana",,,
330141025,"CSB2 Iaborano Namohora","YMFKcVl5S33","YMFKcVl5S33","Farafangana","Atsimo Atsinanana",,,
330141026,"CSB2 Ihorombe","zG1rhICR67r","zG1rhICR67r","Farafangana","Atsimo Atsinanana",,,
330141027,"CSB2 Ivandrika","S7hKwDEbKD5","S7hKwDEbKD5","Farafangana","Atsimo Atsinanana",,,
330141028,"CSB2 Mahabo  Mananivo","lHURBJ3Jzrb","lHURBJ3Jzrb","Farafangana","Atsimo Atsinanana",,,
330141029,"CSB2 Mahafasa","dJTuqKzvMEM","dJTuqKzvMEM","Farafangana","Atsimo Atsinanana",,,
330141030,"CSB2 Mahavelo","lYCoE8WCoYF","lYCoE8WCoYF","Farafangana","Atsimo Atsinanana",,,
