"Label","DataElementUId","CoCUid","AccessDatabaseFile","AccessDBTable","Code","AccessDBColumn","AccessColumnDescription ( ","DataSetUid","Tab RMA DHIS2"
"T4:- Tétanos 15 –  24 ans, Masculin","H4IvJQDzXMV","WzP73hslJ7o",,"tRM_CSB_Cons_Ext","TETA","c$_1524a_M",,"GSUZkSLVfZy","Tableau 3"
"T4:- Tétanos 15 –  24 ans, Feminin","H4IvJQDzXMV","BI6jaLq1VFQ",,"tRM_CSB_Cons_Ext","TETA","c$_1524a_F",,"GSUZkSLVfZy","Tableau 3"
"T4:- Tétanos 25 – 59 ans, Masculin","H4IvJQDzXMV","o43czi6vmWy",,"tRM_CSB_Cons_Ext","TETA","c$_2559a_M",,"GSUZkSLVfZy","Tableau 3"
"T4:- Tétanos 25 – 59 ans, Feminin","H4IvJQDzXMV","Nd7vAyFaB7l",,"tRM_CSB_Cons_Ext","TETA","c$_2559a_F",,"GSUZkSLVfZy","Tableau 3"
"T4:- Tétanos = 60 ans, Masculin","H4IvJQDzXMV","MjUuIFTQpp4",,"tRM_CSB_Cons_Ext","TETA","c$_6099a_M",,"GSUZkSLVfZy","Tableau 3"
"T4:- Tétanos = 60 ans, Feminin","H4IvJQDzXMV","xUki4Ryejao",,"tRM_CSB_Cons_Ext","TETA","c$_6099a_F",,"GSUZkSLVfZy","Tableau 3"
"Consultation externe /Nouveaux cas de Tetanos en Referes CSB Homme","TTMQNIcdkk3","Dth2gBj2kEF",,"tRM_CSB_Cons_Ext","TETA","c$_REF_M",,"GSUZkSLVfZy","Tableau 3"
"Consultation externe /Nouveaux cas de Tetanos en Referes CSB Femme","TTMQNIcdkk3","sw2ZKOSUaAr",,"tRM_CSB_Cons_Ext","TETA","c$_REF_F",,"GSUZkSLVfZy","Tableau 3"
"T4:- Paralysie Flasque Aigue 0 –  28j, Masculin","wtykELsmhM2","HIsTqXVmDdV",,"tRM_CSB_Cons_Ext","PFA","c$_0028j_M",,"GSUZkSLVfZy","Tableau 3"
"T4:- Paralysie Flasque Aigue 0 –  28j, Feminin","wtykELsmhM2","TJlRzxBqiqG",,"tRM_CSB_Cons_Ext","PFA","c$_0028j_F",,"GSUZkSLVfZy","Tableau 3"
"T4:- Paralysie Flasque Aigue 29j – 11mois, Masculin","wtykELsmhM2","GKRrbxnOIsR",,"tRM_CSB_Cons_Ext","PFA","c$_2911m_M",,"GSUZkSLVfZy","Tableau 3"
"T4:- Paralysie Flasque Aigue 29j – 11mois, Feminin","wtykELsmhM2","AbwRHg1G63d",,"tRM_CSB_Cons_Ext","PFA","c$_2911m_F",,"GSUZkSLVfZy","Tableau 3"
"T4:- Paralysie Flasque Aigue 1– 4 ans, Masculin","wtykELsmhM2","lwrX7wJqjhW",,"tRM_CSB_Cons_Ext","PFA","c$_0104a_M",,"GSUZkSLVfZy","Tableau 3"
"T4:- Paralysie Flasque Aigue 1– 4 ans, Feminin","wtykELsmhM2","DSaVQguA6v6",,"tRM_CSB_Cons_Ext","PFA","c$_0104a_F",,"GSUZkSLVfZy","Tableau 3"
"T4:- Paralysie Flasque Aigue 5 – 14 ans, Masculin","wtykELsmhM2","PKSyh4Sf2Qj",,"tRM_CSB_Cons_Ext","PFA","c$_0514a_M",,"GSUZkSLVfZy","Tableau 3"
"T4:- Paralysie Flasque Aigue 5 – 14 ans, Feminin","wtykELsmhM2","CT4zoD5VubM",,"tRM_CSB_Cons_Ext","PFA","c$_0514a_F",,"GSUZkSLVfZy","Tableau 3"
"T4:- Paralysie Flasque Aigue 15 –  24 ans, Masculin","wtykELsmhM2","WzP73hslJ7o",,"tRM_CSB_Cons_Ext","PFA","c$_1524a_M",,"GSUZkSLVfZy","Tableau 3"
"T4:- Paralysie Flasque Aigue 15 –  24 ans, Feminin","wtykELsmhM2","BI6jaLq1VFQ",,"tRM_CSB_Cons_Ext","PFA","c$_1524a_F",,"GSUZkSLVfZy","Tableau 3"
"T4:- Paralysie Flasque Aigue 25 – 59 ans, Masculin","wtykELsmhM2","o43czi6vmWy",,"tRM_CSB_Cons_Ext","PFA","c$_2559a_M",,"GSUZkSLVfZy","Tableau 3"
"T4:- Paralysie Flasque Aigue 25 – 59 ans, Feminin","wtykELsmhM2","Nd7vAyFaB7l",,"tRM_CSB_Cons_Ext","PFA","c$_2559a_F",,"GSUZkSLVfZy","Tableau 3"
" T4:- Paralysie Flasque Aigue = 60 ans, Masculin","wtykELsmhM2","MjUuIFTQpp4",,"tRM_CSB_Cons_Ext","PFA","c$_6099a_M",,"GSUZkSLVfZy","Tableau 3"
"T4:- Paralysie Flasque Aigue = 60 ans, Feminin","wtykELsmhM2","xUki4Ryejao",,"tRM_CSB_Cons_Ext","PFA","c$_6099a_F",,"GSUZkSLVfZy","Tableau 3"
"Consultation externe/Nouveaux cas de Paralysie Flasque Aigue en  Referes CSB Homme","NJBke8PbrFj","Dth2gBj2kEF",,"tRM_CSB_Cons_Ext","PFA","c$_REF_M",,"GSUZkSLVfZy","Tableau 3"
"Consultation externe/Nouveaux cas de Paralysie Flasque Aigue en  Referes CSB Femme","NJBke8PbrFj","sw2ZKOSUaAr",,"tRM_CSB_Cons_Ext","PFA","c$_REF_F",,"GSUZkSLVfZy","Tableau 3"
"T4:- Écoulement génital 5 – 14 ans, Masculin","GHglZSucKjE","PKSyh4Sf2Qj",,"tRM_CSB_Cons_Ext","EG","c$_0514a_M",,"GSUZkSLVfZy","Tableau 3"
"T4:- Écoulement génital 5 – 14 ans, Feminin","GHglZSucKjE","CT4zoD5VubM",,"tRM_CSB_Cons_Ext","EG","c$_0514a_F",,"GSUZkSLVfZy","Tableau 3"
"T4:- Écoulement génital 15 –  24 ans, Masculin","GHglZSucKjE","WzP73hslJ7o",,"tRM_CSB_Cons_Ext","EG","c$_1524a_M",,"GSUZkSLVfZy","Tableau 3"
"T4:- Écoulement génital 15 –  24 ans, Feminin","GHglZSucKjE","BI6jaLq1VFQ",,"tRM_CSB_Cons_Ext","EG","c$_1524a_F",,"GSUZkSLVfZy","Tableau 3"
"T4:- Écoulement génital 25 – 59 ans, Masculin","GHglZSucKjE","o43czi6vmWy",,"tRM_CSB_Cons_Ext","EG","c$_2559a_M",,"GSUZkSLVfZy","Tableau 3"
"T4:- Écoulement génital 25 – 59 ans, Feminin","GHglZSucKjE","Nd7vAyFaB7l",,"tRM_CSB_Cons_Ext","EG","c$_2559a_F",,"GSUZkSLVfZy","Tableau 3"
"T4:- Écoulement génital = 60 ans, Masculin","GHglZSucKjE","MjUuIFTQpp4",,"tRM_CSB_Cons_Ext","EG","c$_6099a_M",,"GSUZkSLVfZy","Tableau 3"
"T4:- Écoulement génital = 60 ans, Feminin","GHglZSucKjE","xUki4Ryejao",,"tRM_CSB_Cons_Ext","EG","c$_6099a_F",,"GSUZkSLVfZy","Tableau 3"
"Consultation externe/Nouveaux cas d' ecoulement genital en  Referes CSB Homme","c5I9MymQaHU","Dth2gBj2kEF",,"tRM_CSB_Cons_Ext","EG","c$_REF_M",,"GSUZkSLVfZy","Tableau 3"
"Consultation externe/Nouveaux cas d' ecoulement genital en  Referes CSB Femme","c5I9MymQaHU","sw2ZKOSUaAr",,"tRM_CSB_Cons_Ext","EG","c$_REF_F",,"GSUZkSLVfZy","Tableau 3"
"T4:- Ulcération génitale 5 – 14 ans, Masculin","vlVeOQ83jLU","PKSyh4Sf2Qj",,"tRM_CSB_Cons_Ext","UG","c$_0514a_M",,"GSUZkSLVfZy","Tableau 3"
"T4:- Ulcération génitale 5 – 14 ans, Feminin","vlVeOQ83jLU","CT4zoD5VubM",,"tRM_CSB_Cons_Ext","UG","c$_0514a_F",,"GSUZkSLVfZy","Tableau 3"
"T4:- Ulcération génitale 15 –  24 ans, Masculin","vlVeOQ83jLU","WzP73hslJ7o",,"tRM_CSB_Cons_Ext","UG","c$_1524a_M",,"GSUZkSLVfZy","Tableau 3"
"T4:- Ulcération génitale 15 –  24 ans, Feminin","vlVeOQ83jLU","BI6jaLq1VFQ",,"tRM_CSB_Cons_Ext","UG","c$_1524a_F",,"GSUZkSLVfZy","Tableau 3"
"T4:- Ulcération génitale 25 – 59 ans, Masculin","vlVeOQ83jLU","o43czi6vmWy",,"tRM_CSB_Cons_Ext","UG","c$_2559a_M",,"GSUZkSLVfZy","Tableau 3"
"T4:- Ulcération génitale 25 – 59 ans, Feminin","vlVeOQ83jLU","Nd7vAyFaB7l",,"tRM_CSB_Cons_Ext","UG","c$_2559a_F",,"GSUZkSLVfZy","Tableau 3"
"T4:- Ulcération génitale = 60 ans, Masculin","vlVeOQ83jLU","MjUuIFTQpp4",,"tRM_CSB_Cons_Ext","UG","c$_6099a_M",,"GSUZkSLVfZy","Tableau 3"
"T4:- Ulcération génitale = 60 ans, Feminin","vlVeOQ83jLU","xUki4Ryejao",,"tRM_CSB_Cons_Ext","UG","c$_6099a_F",,"GSUZkSLVfZy","Tableau 3"
"Consultation externe/Nouveaux cas d' Ulceration genitale en  Referes CSB Homme","KKc1aC7MARC","Dth2gBj2kEF",,"tRM_CSB_Cons_Ext","UG","c$_REF_M",,"GSUZkSLVfZy","Tableau 3"
"Consultation externe/Nouveaux cas d' Ulceration genitale en  Referes CSB Femme","KKc1aC7MARC","sw2ZKOSUaAr",,"tRM_CSB_Cons_Ext","UG","c$_REF_F",,"GSUZkSLVfZy","Tableau 3"
"T4:- Infection à VIH 0 –  28j, Masculin","fbgl84zszaU","HIsTqXVmDdV",,"tRM_CSB_Cons_Ext","INFVIH","c$_0028j_M",,"GSUZkSLVfZy","Tableau 3"
"T4:- Infection à VIH 0 –  28j, Feminin","fbgl84zszaU","TJlRzxBqiqG",,"tRM_CSB_Cons_Ext","INFVIH","c$_0028j_F",,"GSUZkSLVfZy","Tableau 3"
"T4:- Infection à VIH 29j – 11mois, Masculin","fbgl84zszaU","GKRrbxnOIsR",,"tRM_CSB_Cons_Ext","INFVIH","c$_2911m_M",,"GSUZkSLVfZy","Tableau 3"
"T4:- Infection à VIH 29j – 11mois, Feminin","fbgl84zszaU","AbwRHg1G63d",,"tRM_CSB_Cons_Ext","INFVIH","c$_2911m_F",,"GSUZkSLVfZy","Tableau 3"
"T4:- Infection à VIH 1– 4 ans, Masculin","fbgl84zszaU","lwrX7wJqjhW",,"tRM_CSB_Cons_Ext","INFVIH","c$_0104a_M",,"GSUZkSLVfZy","Tableau 3"
"T4:- Infection à VIH 1– 4 ans, Feminin","fbgl84zszaU","DSaVQguA6v6",,"tRM_CSB_Cons_Ext","INFVIH","c$_0104a_F",,"GSUZkSLVfZy","Tableau 3"
"T4:- Infection à VIH 5 – 14 ans, Masculin","fbgl84zszaU","PKSyh4Sf2Qj",,"tRM_CSB_Cons_Ext","INFVIH","c$_0514a_M",,"GSUZkSLVfZy","Tableau 3"
"T4:- Infection à VIH 5 – 14 ans, Feminin","fbgl84zszaU","CT4zoD5VubM",,"tRM_CSB_Cons_Ext","INFVIH","c$_0514a_F",,"GSUZkSLVfZy","Tableau 3"
"T4:- Infection à VIH 15 –  24 ans, Masculin","fbgl84zszaU","WzP73hslJ7o",,"tRM_CSB_Cons_Ext","INFVIH","c$_1524a_M",,"GSUZkSLVfZy","Tableau 3"
"T4:- Infection à VIH 15 –  24 ans, Feminin","fbgl84zszaU","BI6jaLq1VFQ",,"tRM_CSB_Cons_Ext","INFVIH","c$_1524a_F",,"GSUZkSLVfZy","Tableau 3"
"T4:- Infection à VIH 25 – 59 ans, Masculin","fbgl84zszaU","o43czi6vmWy",,"tRM_CSB_Cons_Ext","INFVIH","c$_2559a_M",,"GSUZkSLVfZy","Tableau 3"
"T4:- Infection à VIH 25 – 59 ans, Feminin","fbgl84zszaU","Nd7vAyFaB7l",,"tRM_CSB_Cons_Ext","INFVIH","c$_2559a_F",,"GSUZkSLVfZy","Tableau 3"
"T4:- Infection à VIH = 60 ans, Masculin","fbgl84zszaU","MjUuIFTQpp4",,"tRM_CSB_Cons_Ext","INFVIH","c$_6099a_M",,"GSUZkSLVfZy","Tableau 3"
"T4:- Infection à VIH = 60 ans, Feminin","fbgl84zszaU","xUki4Ryejao",,"tRM_CSB_Cons_Ext","INFVIH","c$_6099a_F",,"GSUZkSLVfZy","Tableau 3"
"Consultation externe/Nouveaux cas d' Infection a VIH en  Referes CSB Homme","wJy3a8bAY3R","Dth2gBj2kEF",,"tRM_CSB_Cons_Ext","INFVIH","c$_REF_M",,"GSUZkSLVfZy","Tableau 3"
"Consultation externe/Nouveaux cas d' Infection a VIH en  Referes CSB Femme","wJy3a8bAY3R","sw2ZKOSUaAr",,"tRM_CSB_Cons_Ext","INFVIH","c$_REF_F",,"GSUZkSLVfZy","Tableau 3"
"T4:- Paludisme simple 0 –  28j, Masculin","ar1tHh3Ngsd","HIsTqXVmDdV",,"tRM_CSB_Cons_Ext","PALU_S","c$_0028j_M",,"GSUZkSLVfZy","Tableau 3"
"T4:- Paludisme simple 0 –  28j, Feminin","ar1tHh3Ngsd","TJlRzxBqiqG",,"tRM_CSB_Cons_Ext","PALU_S","c$_0028j_F",,"GSUZkSLVfZy","Tableau 3"
"T4:- Paludisme simple 29j – 11mois, Masculin","ar1tHh3Ngsd","GKRrbxnOIsR",,"tRM_CSB_Cons_Ext","PALU_S","c$_2911m_M",,"GSUZkSLVfZy","Tableau 3"
"T4:- Paludisme simple 29j – 11mois, Feminin","ar1tHh3Ngsd","AbwRHg1G63d",,"tRM_CSB_Cons_Ext","PALU_S","c$_2911m_F",,"GSUZkSLVfZy","Tableau 3"
"T4:- Paludisme simple 1– 4 ans, Masculin","ar1tHh3Ngsd","lwrX7wJqjhW",,"tRM_CSB_Cons_Ext","PALU_S","c$_0104a_M",,"GSUZkSLVfZy","Tableau 3"
"T4:- Paludisme simple 1– 4 ans, Feminin","ar1tHh3Ngsd","DSaVQguA6v6",,"tRM_CSB_Cons_Ext","PALU_S","c$_0104a_F",,"GSUZkSLVfZy","Tableau 3"
"T4:- Paludisme simple 5 – 14 ans, Masculin","ar1tHh3Ngsd","PKSyh4Sf2Qj",,"tRM_CSB_Cons_Ext","PALU_S","c$_0514a_M",,"GSUZkSLVfZy","Tableau 3"
"T4:- Paludisme simple 5 – 14 ans, Feminin","ar1tHh3Ngsd","CT4zoD5VubM",,"tRM_CSB_Cons_Ext","PALU_S","c$_0514a_F",,"GSUZkSLVfZy","Tableau 3"
"T4:- Paludisme simple 15 –  24 ans, Masculin","ar1tHh3Ngsd","WzP73hslJ7o",,"tRM_CSB_Cons_Ext","PALU_S","c$_1524a_M",,"GSUZkSLVfZy","Tableau 3"
"T4:- Paludisme simple 15 –  24 ans, Feminin","ar1tHh3Ngsd","BI6jaLq1VFQ",,"tRM_CSB_Cons_Ext","PALU_S","c$_1524a_F",,"GSUZkSLVfZy","Tableau 3"
"T4:- Paludisme simple 25 – 59 ans, Masculin","ar1tHh3Ngsd","o43czi6vmWy",,"tRM_CSB_Cons_Ext","PALU_S","c$_2559a_M",,"GSUZkSLVfZy","Tableau 3"
"T4:- Paludisme simple 25 – 59 ans, Feminin","ar1tHh3Ngsd","Nd7vAyFaB7l",,"tRM_CSB_Cons_Ext","PALU_S","c$_2559a_F",,"GSUZkSLVfZy","Tableau 3"
"T4:- Paludisme simple = 60 ans, Masculin","ar1tHh3Ngsd","MjUuIFTQpp4",,"tRM_CSB_Cons_Ext","PALU_S","c$_6099a_M",,"GSUZkSLVfZy","Tableau 3"
"T4:- Paludisme simple = 60 ans, Feminin","ar1tHh3Ngsd","xUki4Ryejao",,"tRM_CSB_Cons_Ext","PALU_S","c$_6099a_F",,"GSUZkSLVfZy","Tableau 3"
"Consultation externe /Nouveaux cas de Paludisme simple en Referes CSB Homme","mb35KDTwstN","Dth2gBj2kEF",,"tRM_CSB_Cons_Ext","PALU_S","c$_REF_M",,"GSUZkSLVfZy","Tableau 3"
"Consultation externe /Nouveaux cas de Paludisme simple en Referes CSB Femme","mb35KDTwstN","sw2ZKOSUaAr",,"tRM_CSB_Cons_Ext","PALU_S","c$_REF_F",,"GSUZkSLVfZy","Tableau 3"
"T4:- Paludisme chez les femmes enceintes 5 – 14 ans, Feminin","k5DECE6uzGs","CT4zoD5VubM",,"tRM_CSB_Cons_Ext","PALU_FE","c$_0514a_F",,"GSUZkSLVfZy","Tableau 3"
"T4:- Paludisme chez les femmes enceintes 15 –  24 ans, Feminin","k5DECE6uzGs","BI6jaLq1VFQ",,"tRM_CSB_Cons_Ext","PALU_FE","c$_1524a_F",,"GSUZkSLVfZy","Tableau 3"
"T4:- Paludisme chez les femmes enceintes 25 – 59 ans, Feminin","k5DECE6uzGs","Nd7vAyFaB7l",,"tRM_CSB_Cons_Ext","PALU_FE","c$_2559a_F",,"GSUZkSLVfZy","Tableau 3"
"T4:- Paludisme chez les femmes enceintes = 60 ans, Feminin","k5DECE6uzGs","xUki4Ryejao",,"tRM_CSB_Cons_Ext","PALU_FE","c$_6099a_F",,"GSUZkSLVfZy","Tableau 3"
"Consultation externe/Nouveaux cas de Paludisme simple chez femme enceinte en Referes CSB Femme","TKsyklMmNAW","sw2ZKOSUaAr",,"tRM_CSB_Cons_Ext","PALU_FE","c$_REF_F",,"GSUZkSLVfZy","Tableau 3"
"T4:- Paludisme grave autre que FE 0 –  28j, Masculin","oYfdbJProRY","HIsTqXVmDdV",,"tRM_CSB_Cons_Ext","PALU_G","c$_0028j_M",,"GSUZkSLVfZy","Tableau 3"
"T4:- Paludisme grave autre que FE 0 –  28j, Feminin","oYfdbJProRY","TJlRzxBqiqG",,"tRM_CSB_Cons_Ext","PALU_G","c$_0028j_F",,"GSUZkSLVfZy","Tableau 3"
"T4:- Paludisme grave autre que FE 29j – 11mois, Masculin","oYfdbJProRY","GKRrbxnOIsR",,"tRM_CSB_Cons_Ext","PALU_G","c$_2911m_M",,"GSUZkSLVfZy","Tableau 3"
"T4:- Paludisme grave autre que FE 29j – 11mois, Feminin","oYfdbJProRY","AbwRHg1G63d",,"tRM_CSB_Cons_Ext","PALU_G","c$_2911m_F",,"GSUZkSLVfZy","Tableau 3"
"T4:- Paludisme grave autre que FE 1– 4 ans, Masculin","oYfdbJProRY","lwrX7wJqjhW",,"tRM_CSB_Cons_Ext","PALU_G","c$_0104a_M",,"GSUZkSLVfZy","Tableau 3"
"T4:- Paludisme grave autre que FE 1– 4 ans, Feminin","oYfdbJProRY","DSaVQguA6v6",,"tRM_CSB_Cons_Ext","PALU_G","c$_0104a_F",,"GSUZkSLVfZy","Tableau 3"
"T4:- Paludisme grave autre que FE 5 – 14 ans, Masculin","oYfdbJProRY","PKSyh4Sf2Qj",,"tRM_CSB_Cons_Ext","PALU_G","c$_0514a_M",,"GSUZkSLVfZy","Tableau 3"
"T4:- Paludisme grave autre que FE 5 – 14 ans, Feminin","oYfdbJProRY","CT4zoD5VubM",,"tRM_CSB_Cons_Ext","PALU_G","c$_0514a_F",,"GSUZkSLVfZy","Tableau 3"
"T4:- Paludisme grave autre que FE 15 –  24 ans, Masculin","oYfdbJProRY","WzP73hslJ7o",,"tRM_CSB_Cons_Ext","PALU_G","c$_1524a_M",,"GSUZkSLVfZy","Tableau 3"
"T4:- Paludisme grave autre que FE 15 –  24 ans, Feminin","oYfdbJProRY","BI6jaLq1VFQ",,"tRM_CSB_Cons_Ext","PALU_G","c$_1524a_F",,"GSUZkSLVfZy","Tableau 3"
"T4:- Paludisme grave autre que FE 25 – 59 ans, Masculin","oYfdbJProRY","o43czi6vmWy",,"tRM_CSB_Cons_Ext","PALU_G","c$_2559a_M",,"GSUZkSLVfZy","Tableau 3"
"T4:- Paludisme grave autre que FE 25 – 59 ans, Feminin","oYfdbJProRY","Nd7vAyFaB7l",,"tRM_CSB_Cons_Ext","PALU_G","c$_2559a_F",,"GSUZkSLVfZy","Tableau 3"
"T4:- Paludisme grave autre que FE = 60 ans, Masculin","oYfdbJProRY","MjUuIFTQpp4",,"tRM_CSB_Cons_Ext","PALU_G","c$_6099a_M",,"GSUZkSLVfZy","Tableau 3"
"T4:- Paludisme grave autre que FE = 60 ans, Feminin","oYfdbJProRY","xUki4Ryejao",,"tRM_CSB_Cons_Ext","PALU_G","c$_6099a_F",,"GSUZkSLVfZy","Tableau 3"
"Consultation externe/Nouveaux cas de Paludisme grave en  Referes CSB Homme","Zil9cX4SyK3","Dth2gBj2kEF",,"tRM_CSB_Cons_Ext","PALU_G","c$_REF_M",,"GSUZkSLVfZy","Tableau 3"
"Consultation externe/Nouveaux cas de Paludisme grave en  Referes CSB Femme","Zil9cX4SyK3","sw2ZKOSUaAr",,"tRM_CSB_Cons_Ext","PALU_G","c$_REF_F",,"GSUZkSLVfZy","Tableau 3"
"T4:- Toux plus 3 semaines Suspicion de Tuberculose 0 –  28j, Masculin","J1bRPT9cAzX","HIsTqXVmDdV",,"tRM_CSB_Cons_Ext","TXSUSPTUB","c$_0028j_M",,"GSUZkSLVfZy","Tableau 3"
" T4:- Toux plus 3 semaines Suspicion de Tuberculose 0 –  28j, Feminin","J1bRPT9cAzX","TJlRzxBqiqG",,"tRM_CSB_Cons_Ext","TXSUSPTUB","c$_0028j_F",,"GSUZkSLVfZy","Tableau 3"
"T4:- Toux plus 3 semaines Suspicion de Tuberculose 29j – 11mois, Masculin","J1bRPT9cAzX","GKRrbxnOIsR",,"tRM_CSB_Cons_Ext","TXSUSPTUB","c$_2911m_M",,"GSUZkSLVfZy","Tableau 3"
"T4:- Toux plus 3 semaines Suspicion de Tuberculose 29j – 11mois, Feminin","J1bRPT9cAzX","AbwRHg1G63d",,"tRM_CSB_Cons_Ext","TXSUSPTUB","c$_2911m_F",,"GSUZkSLVfZy","Tableau 3"
"T4:- Toux plus 3 semaines Suspicion de Tuberculose 1– 4 ans, Masculin","J1bRPT9cAzX","lwrX7wJqjhW",,"tRM_CSB_Cons_Ext","TXSUSPTUB","c$_0104a_M",,"GSUZkSLVfZy","Tableau 3"
"T4:- Toux plus 3 semaines Suspicion de Tuberculose 1– 4 ans, Feminin","J1bRPT9cAzX","DSaVQguA6v6",,"tRM_CSB_Cons_Ext","TXSUSPTUB","c$_0104a_F",,"GSUZkSLVfZy","Tableau 3"
"T4:- Toux plus 3 semaines Suspicion de Tuberculose 5 – 14 ans, Masculin","J1bRPT9cAzX","PKSyh4Sf2Qj",,"tRM_CSB_Cons_Ext","TXSUSPTUB","c$_0514a_M",,"GSUZkSLVfZy","Tableau 3"
"T4:- Toux plus 3 semaines Suspicion de Tuberculose 5 – 14 ans, Feminin","J1bRPT9cAzX","CT4zoD5VubM",,"tRM_CSB_Cons_Ext","TXSUSPTUB","c$_0514a_F",,"GSUZkSLVfZy","Tableau 3"
"T4:- Toux plus 3 semaines Suspicion de Tuberculose 15 –  24 ans, Masculin","J1bRPT9cAzX","WzP73hslJ7o",,"tRM_CSB_Cons_Ext","TXSUSPTUB","c$_1524a_M",,"GSUZkSLVfZy","Tableau 3"
"T4:- Toux plus 3 semaines Suspicion de Tuberculose 15 –  24 ans, Feminin","J1bRPT9cAzX","BI6jaLq1VFQ",,"tRM_CSB_Cons_Ext","TXSUSPTUB","c$_1524a_F",,"GSUZkSLVfZy","Tableau 3"
"T4:- Toux plus 3 semaines Suspicion de Tuberculose 25 – 59 ans, Masculin","J1bRPT9cAzX","o43czi6vmWy",,"tRM_CSB_Cons_Ext","TXSUSPTUB","c$_2559a_M",,"GSUZkSLVfZy","Tableau 3"
"T4:- Toux plus 3 semaines Suspicion de Tuberculose 25 – 59 ans, Feminin","J1bRPT9cAzX","Nd7vAyFaB7l",,"tRM_CSB_Cons_Ext","TXSUSPTUB","c$_2559a_F",,"GSUZkSLVfZy","Tableau 3"
"T4:- Toux plus 3 semaines Suspicion de Tuberculose = 60 ans, Masculin","J1bRPT9cAzX","MjUuIFTQpp4",,"tRM_CSB_Cons_Ext","TXSUSPTUB","c$_6099a_M",,"GSUZkSLVfZy","Tableau 3"
"T4:- Toux plus 3 semaines Suspicion de Tuberculose = 60 ans, Feminin","J1bRPT9cAzX","xUki4Ryejao",,"tRM_CSB_Cons_Ext","TXSUSPTUB","c$_6099a_F",,"GSUZkSLVfZy","Tableau 3"
"Consultation externe/Nouveaux cas de Toux plus 3 semaines Susp Tuberculose en  Referes CSB Homme","aW6jHE5zyWo","Dth2gBj2kEF",,"tRM_CSB_Cons_Ext","TXSUSPTUB","c$_REF_M",,"GSUZkSLVfZy","Tableau 3"
"Consultation externe/Nouveaux cas de Toux plus 3 semaines Susp Tuberculose en  Referes CSB Femme","aW6jHE5zyWo","sw2ZKOSUaAr",,"tRM_CSB_Cons_Ext","TXSUSPTUB","c$_REF_F",,"GSUZkSLVfZy","Tableau 3"
"T4:- Tuberculose confirmée Bascilloscopie (CDT CSB) 0 –  28j, Masculin","FlBfnv0RM3L","HIsTqXVmDdV",,"tRM_CSB_Cons_Ext","TUBCONF","c$_0028j_M",,"GSUZkSLVfZy","Tableau 3"
"T4:- Tuberculose confirmée Bascilloscopie (CDT CSB) 0 –  28j, Feminin","FlBfnv0RM3L","TJlRzxBqiqG",,"tRM_CSB_Cons_Ext","TUBCONF","c$_0028j_F",,"GSUZkSLVfZy","Tableau 3"
"T4:- Tuberculose confirmée Bascilloscopie (CDT CSB) 29j – 11mois, Masculin","FlBfnv0RM3L","GKRrbxnOIsR",,"tRM_CSB_Cons_Ext","TUBCONF","c$_2911m_M",,"GSUZkSLVfZy","Tableau 3"
"T4:- Tuberculose confirmée Bascilloscopie (CDT CSB) 29j – 11mois, Feminin","FlBfnv0RM3L","AbwRHg1G63d",,"tRM_CSB_Cons_Ext","TUBCONF","c$_2911m_F",,"GSUZkSLVfZy","Tableau 3"
"T4:- Tuberculose confirmée Bascilloscopie (CDT CSB) 1– 4 ans, Masculin","FlBfnv0RM3L","lwrX7wJqjhW",,"tRM_CSB_Cons_Ext","TUBCONF","c$_0104a_M",,"GSUZkSLVfZy","Tableau 3"
"T4:- Tuberculose confirmée Bascilloscopie (CDT CSB) 1– 4 ans, Feminin","FlBfnv0RM3L","DSaVQguA6v6",,"tRM_CSB_Cons_Ext","TUBCONF","c$_0104a_F",,"GSUZkSLVfZy","Tableau 3"
"T4:- Tuberculose confirmée Bascilloscopie (CDT CSB) 5 – 14 ans, Masculin","FlBfnv0RM3L","PKSyh4Sf2Qj",,"tRM_CSB_Cons_Ext","TUBCONF","c$_0514a_M",,"GSUZkSLVfZy","Tableau 3"
"T4:- Tuberculose confirmée Bascilloscopie (CDT CSB) 5 – 14 ans, Feminin","FlBfnv0RM3L","CT4zoD5VubM",,"tRM_CSB_Cons_Ext","TUBCONF","c$_0514a_F",,"GSUZkSLVfZy","Tableau 3"
"T4:- Tuberculose confirmée Bascilloscopie (CDT CSB) 15 –  24 ans, Masculin","FlBfnv0RM3L","WzP73hslJ7o",,"tRM_CSB_Cons_Ext","TUBCONF","c$_1524a_M",,"GSUZkSLVfZy","Tableau 3"
"T4:- Tuberculose confirmée Bascilloscopie (CDT CSB) 15 –  24 ans, Feminin","FlBfnv0RM3L","BI6jaLq1VFQ",,"tRM_CSB_Cons_Ext","TUBCONF","c$_1524a_F",,"GSUZkSLVfZy","Tableau 3"
"T4:- Tuberculose confirmée Bascilloscopie (CDT CSB) 25 – 59 ans, Masculin","FlBfnv0RM3L","o43czi6vmWy",,"tRM_CSB_Cons_Ext","TUBCONF","c$_2559a_M",,"GSUZkSLVfZy","Tableau 3"
"T4:- Tuberculose confirmée Bascilloscopie (CDT CSB) 25 – 59 ans, Feminin","FlBfnv0RM3L","Nd7vAyFaB7l",,"tRM_CSB_Cons_Ext","TUBCONF","c$_2559a_F",,"GSUZkSLVfZy","Tableau 3"
