cAnnee,cCodeNiv,cCodeStru,cPeriode,cTypeRapport,cType,cCode,c$_0028j_M,c$_0028j_F,c$_2911m_M,c$_2911m_F,c$_0104a_M,c$_0104a_F,c$_0514a_M,c$_0514a_F,c$_1524a_M,c$_1524a_F,c$_2559a_M,c$_2559a_F,c$_6099a_M,c$_6099a_F,c$_REF_M,c$_REF_F,c$_Tot_M,c$_Tot_F,c$_Tot_NC
2015,620212,620241016,05,21,60,MORGRIASC,,,,,,,,,,,,,,,,,,,
2015,620212,620241016,05,21,60,OBESITE,,,,,,,,,,,,,,,,,,,
2015,620212,620241016,05,21,60,OEILRNTNC,,,,1,1,2,,1,,,,2,,,,,1,6,7
2015,620212,620241016,05,21,60,OEILRT,,,,,,,,,,,,,,,,,,,
2015,620212,620241016,05,21,60,OTITE,,,1,,1,1,,1,,,,,,,,,2,2,4
2015,620212,620241016,05,21,60,PALU_FE,,,,,,,,,,,,,,,,,,,
2015,620212,620241016,05,21,60,PALU_G,,,,,,,,,,,,,,,,,,,
2015,620212,620241016,05,21,60,PALU_S,,,,,,,,,,1,,6,2,,,,2,7,9
2015,620212,620241016,05,21,60,PESTE,,,,,,,,,,,,,,,,,,,
2015,620212,620241016,05,21,60,PFA,,,,,,,,,,,,,,,,,,,
2015,620212,620241016,05,21,60,PNEU,,,,1,,,,,,,,,,,,,,1,1
2015,620212,620241016,05,21,60,RETCROIS,,,,,,,,,,,,,,,,,,,
2015,620212,620241016,05,21,60,SGDANG,,,,4,12,15,,,,,,,,,,,12,19,31
2015,620212,620241016,05,21,60,SUSPARBO,,,,,,,,,,,,,,,,,,,
2015,620212,620241016,05,21,60,SUSPCATA,,,,,,,,,,,,,,,,,,,
2015,620212,620241016,05,21,60,SUSPDIAB,,,,,,,,,,,,,,,,,,,
2015,620212,620241016,05,21,60,SUSPDREPA,,,,,,,,,,,,,,,,,,,
2015,620212,620241016,05,21,60,SUSPFVR,,,,,,,,,,,,,,,,,,,
2015,620212,620241016,05,21,60,SUSPGRIP,,,5,9,5,10,7,11,2,9,3,6,,,,,22,45,67
2015,620212,620241016,05,21,60,SUSPMENING,,,,,,,,,,,,,,,,,,,
2015,620212,620241016,05,21,60,SUSPROUG,,,,,,,,,,,,,,,,,,,
2015,620212,620241016,05,21,60,TETA,,,,,,,,,,,,,,,,,,,
2015,620212,620241016,05,21,60,TIAC,,,,,,,,,,,,,,,,,,,
2015,620212,620241016,05,21,60,TROUMENT,,,,,,,,,,,,,,,,,,,
2015,620212,620241016,05,21,60,TUBCONF,,,,,,,,,,,,,,,,,,,
2015,620212,620241016,05,21,60,TXRH,,,,,,,,,,,,,,,,,,,
2015,620212,620241016,05,21,60,TXSUSPTUB,,,,,,,,,,,,,,,,,,,
2015,620212,620241016,05,21,60,UG,,,,,,,,,,,,1,,,,,,1,1
2015,620205,620241007,05,21,60,ANEMGRAV,,,,,,,,,,,,,,,,,,,
2015,620205,620241007,05,21,60,ANEMIE,,,,,,,,,,,,,,,,,,,
2015,620205,620241007,05,21,60,ASTH,,,,,,,,,,,,,,,,,,,
2015,620205,620241007,05,21,60,AUTEPID,,,,,,,,,,,,,,,,,,,
2015,620205,620241007,05,21,60,AUTFH,,,,,,,,,,,,,,,,,,,
2015,620205,620241007,05,21,60,AUTIRA,,,,,,,,,,,,,,,,,,,
2015,620205,620241007,05,21,60,AUTRESNC,,,,,,,,,,,,,,,,,,,
2015,620205,620241007,05,21,60,AVC,,,,,,,,,,,,,,,,,,,
2015,620205,620241007,05,21,60,CARIES,,,,,,,,,,,,,,,,,,,
2015,620205,620241007,05,21,60,COQ,,,,,,,,,,,,,,,,,,,
2015,620205,620241007,05,21,60,DEFAUD,,,,,,,,,,,,,,,,,,,
2015,620205,620241007,05,21,60,DEFVISU,,,,,,,,,,,,,,,,,,,
2015,620205,620241007,05,21,60,DIAR,,,,4,2,1,1,,,,,,,,,,3,5,8
2015,620205,620241007,05,21,60,DIPHT,,,,,,,,,,,,,,,,,,,
2015,620205,620241007,05,21,60,EG,,,,,,,,,,,,,,,,,,,
2015,620205,620241007,05,21,60,EPIL,,,,,,,,,,,,,,,,,,,
2015,620205,620241007,05,21,60,HTA,,,,,,,,,,,,,,,,,,,
2015,620205,620241007,05,21,60,HYDROC,,,,,,,,,,,,,,,,,,,
2015,620205,620241007,05,21,60,ICAM,,,,,,,,,,,,,,,,,,,
2015,620205,620241007,05,21,60,INFVIH,,,,,,,,,,,,,,,,,,,
2015,620205,620241007,05,21,60,INSUFPOND,,,,,,,,,,,,,,,,,,,
2015,620205,620241007,05,21,60,LESKCCOL,,,,,,,,,,,,,,,,,,,
2015,620205,620241007,05,21,60,LMB,,,,,,,,,,,,,,,,,,,
2015,620205,620241007,05,21,60,LMBDEG2,,,,,,,,,,,,,,,,,,,
2015,620205,620241007,05,21,60,LPB,,,,,,,,,,,,,,,,,,,
2015,620205,620241007,05,21,60,LPBDEG2,,,,,,,,,,,,,,,,,,,
2015,620205,620241007,05,21,60,LYMPH,,,,,,,,,,,,,,,,,,,
2015,620205,620241007,05,21,60,MAS,,,,,,,,,,,,,,,,,,,
2015,620205,620241007,05,21,60,MFEBTcc,,,,,,,,,,,,,,,,,,,
2015,620205,620241007,05,21,60,MORGRIASC,,,,,,,,,,,,,,,,,,,
2015,620205,620241007,05,21,60,OBESITE,,,,,,,,,,,,,,,,,,,
2015,620205,620241007,05,21,60,OEILRNTNC,,,,,,,,,,,,,,,,,,,
2015,620205,620241007,05,21,60,OEILRT,,,,,,,,,,,,,,,,,,,
2015,620205,620241007,05,21,60,OTITE,,,,,,,,,,,,,,,,,,,
2015,620205,620241007,05,21,60,PALU_FE,,,,,,,,,,,,,,,,,,,
2015,620205,620241007,05,21,60,PALU_G,,,,,,,,,,,,,,,,,,,
2015,620205,620241007,05,21,60,PALU_S,,,1,,7,9,2,3,,2,,,,,,,10,14,24
2015,620205,620241007,05,21,60,PESTE,,,,,,,,,,,,,,,,,,,
2015,620205,620241007,05,21,60,PFA,,,,,,,,,,,,,,,,,,,
2015,620205,620241007,05,21,60,PNEU,,,,,,,,,,,,,,,,,,,
2015,620205,620241007,05,21,60,RETCROIS,,,,,,,,,,,,,,,,,,,
2015,620205,620241007,05,21,60,SGDANG,,,,,,,,,,,,,,,,,,,
2015,620205,620241007,05,21,60,SUSPARBO,,,,,,,,,,,,,,,,,,,
2015,620205,620241007,05,21,60,SUSPCATA,,,,,,,,,,,,,,,,,,,
2015,620205,620241007,05,21,60,SUSPDIAB,,,,,,,,,,,,,,,,,,,
2015,620205,620241007,05,21,60,SUSPDREPA,,,,,,,,,,,,,,,,,,,
2015,620205,620241007,05,21,60,SUSPFVR,,,,,,,,,,,,,,,,,,,
2015,620205,620241007,05,21,60,SUSPGRIP,,,,,,,,,,,,,,,,,,,
2015,620205,620241007,05,21,60,SUSPMENING,,,,,,,,,,,,,,,,,,,
2015,620205,620241007,05,21,60,SUSPROUG,,,,,,,,,,,,,,,,,,,
2015,620205,620241007,05,21,60,TETA,,,,,,,,,,,,,,,,,,,
2015,620205,620241007,05,21,60,TIAC,,,,,,,,,,,,,,,,,,,
2015,620205,620241007,05,21,60,TROUMENT,,,,,,,,,,,,,,,,,,,
2015,620205,620241007,05,21,60,TUBCONF,,,,,,,,,,,,,,,,,,,
2015,620205,620241007,05,21,60,TXRH,,,,,,,,3,1,2,,,,,,,1,5,6
2015,620205,620241007,05,21,60,TXSUSPTUB,,,,,,,,,,,,,,,,,,,
2015,620205,620241007,05,21,60,UG,,,,,,,,,,,,,,,,,,,
2015,620212,620241016,06,21,60,ANEMGRAV,,,,,,,,,,,,,,,,,,,
2015,620212,620241016,06,21,60,ANEMIE,,,,,,,,,,,,,,,,,,,
2015,620212,620241016,06,21,60,ASTH,,,,,,,,,,,,,,1,,,,1,1
2015,620212,620241016,06,21,60,AUTEPID,,,,,,,,,,,,,,,,,,,
2015,620212,620241016,06,21,60,AUTFH,,,,,,,,,,,,,,,,,,,
2015,620212,620241016,06,21,60,AUTIRA,,,9,,15,12,3,2,,3,3,3,1,,,,31,20,51
2015,620212,620241016,06,21,60,AUTRESNC,,,7,4,17,13,2,8,8,11,8,12,85,1,,,127,49,176
2015,620212,620241016,06,21,60,AVC,,,,,,,,,,,,,,,,,,,
2015,620212,620241016,06,21,60,CARIES,,,,,,,1,,,,1,,,1,,,2,1,3
2015,620212,620241016,06,21,60,COQ,,,,,,,,,,,,,,,,,,,
2015,620212,620241016,06,21,60,DEFAUD,,,,,,,,,,,,,,,,,,,
2015,620212,620241016,06,21,60,DEFVISU,,,,,,,,,,,,,,,,,,,
2015,620212,620241016,06,21,60,DIAR,,,3,4,7,5,2,1,,,,,,,,,12,10,22
2015,620212,620241016,06,21,60,DIPHT,,,,,,,,,,,,,,,,,,,
2015,620212,620241016,06,21,60,EG,,,,,,,,,,6,1,3,,,,,1,9,10
2015,620212,620241016,06,21,60,EPIL,,,,,,,,,,,,,,,,,,,
2015,620212,620241016,06,21,60,HTA,,,,,,,,,,,4,3,4,,,,8,3,11
2015,620212,620241016,06,21,60,HYDROC,,,,,,,,,,,,,,,,,,,
2015,620212,620241016,06,21,60,ICAM,,,,,,,,,,,,,,,,,,,
2015,620212,620241016,06,21,60,INFVIH,,,,,,,,,,,,,,,,,,,
2015,620212,620241016,06,21,60,INSUFPOND,,,,,,,,,,,,,,,,,,,
2015,620212,620241016,06,21,60,LESKCCOL,,,,,,,,,,,,,,,,,,,
2015,620212,620241016,06,21,60,LMB,,,,,,,,,,,,,,,,,,,
2015,620212,620241016,06,21,60,LMBDEG2,,,,,,,,,,,,,,,,,,,
2015,620212,620241016,06,21,60,LPB,,,,,,,,,,,,,,,,,,,
2015,620212,620241016,06,21,60,LPBDEG2,,,,,,,,,,,,,,,,,,,
2015,620212,620241016,06,21,60,LYMPH,,,,,,,,,,,,,,,,,,,
2015,620212,620241016,06,21,60,MAS,,,1,2,1,1,,,,,,,,,,,2,3,5
2015,620212,620241016,06,21,60,MFEBTcc,,,1,2,4,74,2,1,2,2,3,2,,,,,12,81,93
2015,620212,620241016,06,21,60,MORGRIASC,,,,,,,,,,,,,,,,,,,
2015,620212,620241016,06,21,60,OBESITE,,,,,,,,,,,,,,,,,,,
2015,620212,620241016,06,21,60,OEILRNTNC,,,,3,1,1,,1,,1,,,,,,,1,6,7
2015,620212,620241016,06,21,60,OEILRT,,,,,,,,,,,,,,,,,,,
2015,620212,620241016,06,21,60,OTITE,,,,,3,,1,,,,5,,,1,,,9,1,10
2015,620212,620241016,06,21,60,PALU_FE,,,,,,,,,,,,,,,,,,,
2015,620212,620241016,06,21,60,PALU_G,,,,,1,2,3,,3,,4,,,,,,11,2,13
2015,620212,620241016,06,21,60,PALU_S,,,,,8,5,7,3,1,4,1,,,,,,17,12,29
2015,620212,620241016,06,21,60,PESTE,,,,,,,,,,,,,,,,,,,
2015,620212,620241016,06,21,60,PFA,,,,,,,,,,,,,,,,,,,
2015,620212,620241016,06,21,60,PNEU,,,,,1,,,,,,,,,,,,1,,1
2015,620212,620241016,06,21,60,RETCROIS,,,,,,,,,,,,,,,,,,,
2015,620212,620241016,06,21,60,SGDANG,,,,,,,,,,,,,,,,,,,
2015,620212,620241016,06,21,60,SUSPARBO,,,,,,,,,,,,,,,,,,,
2015,620212,620241016,06,21,60,SUSPCATA,,,,,,,,,,,,,,,,,,,
2015,620212,620241016,06,21,60,SUSPDIAB,,,,,,,,,,,,,,,,,,,
2015,620212,620241016,06,21,60,SUSPDREPA,,,,,,,,,,,,,,,,,,,
2015,620212,620241016,06,21,60,SUSPFVR,,,,,,,,,,,,,,,,,,,
2015,620212,620241016,06,21,60,SUSPGRIP,,,9,8,25,14,4,6,1,9,7,5,,1,,,46,43,89
2015,620212,620241016,06,21,60,SUSPMENING,,,,,,,,,,,,,,,,,,,
2015,620212,620241016,06,21,60,SUSPROUG,,,,,,,,,,,,,,,,,,,
2015,620212,620241016,06,21,60,TETA,,,,,,,,,,,,,,,,,,,
2015,620212,620241016,06,21,60,TIAC,,,,,,,,,,,,,,,,,,,
2015,620212,620241016,06,21,60,TROUMENT,,,,,,,,,,,,,,,,,,,
2015,620212,620241016,06,21,60,TUBCONF,,,,,,,,,,,,,,,,,,,
2015,620212,620241016,06,21,60,TXRH,,,1,,,,,,,,,,,,,,1,,1
2015,620212,620241016,06,21,60,TXSUSPTUB,,,,,,,,,,,,,,,,,,,
2015,620212,620241016,06,21,60,UG,,,,,,,,,,1,1,1,1,,,,2,2,4
2015,620209,620251012,06,21,60,ANEMGRAV,,,,,,,,,,,,,,,,,,,
2015,620209,620251012,06,21,60,ANEMIE,,,,,,,,,,,,,,,,,,,
2015,620209,620251012,06,21,60,ASTH,,,,,,,,,,,,,,,,,,,
2015,620209,620251012,06,21,60,AUTEPID,,,,,,,,,,,,,,,,,,,
2015,620209,620251012,06,21,60,AUTFH,,,,,,,,,,,,,,,,,,,
2015,620209,620251012,06,21,60,AUTIRA,,,,,,,,,,,,,,,,,,,
2015,620209,620251012,06,21,60,AUTRESNC,,,5,2,5,6,4,6,4,,6,6,18,,,,42,20,62
2015,620209,620251012,06,21,60,AVC,,,,,,,,,,,,,,,,,,,
2015,620209,620251012,06,21,60,CARIES,,,,,,,,,,,,,,,,,,,
2015,620209,620251012,06,21,60,COQ,,,,,,,,,,,,,,,,,,,
2015,620209,620251012,06,21,60,DEFAUD,,,,,,,,,,,,,,,,,,,
2015,620209,620251012,06,21,60,DEFVISU,,,,,,,,,,,,,,,,,,,
2015,620209,620251012,06,21,60,DIAR,,,5,3,2,3,1,,,,,,,,,,8,6,14
2015,620209,620251012,06,21,60,DIPHT,,,,,,,,,,,,,,,,,,,
2015,620209,620251012,06,21,60,EG,,,,,,,,,,,,,,,,,,,
2015,620209,620251012,06,21,60,EPIL,,,,,,,,,,,,,,,,,,,
2015,620209,620251012,06,21,60,HTA,,,,,,,,,,,,,,1,,,,1,1
2015,620209,620251012,06,21,60,HYDROC,,,,,,,,,,,,,,,,,,,
2015,620209,620251012,06,21,60,ICAM,,,,,,,,,,,,,,,,,,,
2015,620209,620251012,06,21,60,INFVIH,,,,,,,,,,,,,,,,,,,
2015,620209,620251012,06,21,60,INSUFPOND,,,,,,,,,,,,,,,,,,,
2015,620209,620251012,06,21,60,LESKCCOL,,,,,,,,,,,,,,,,,,,
2015,620209,620251012,06,21,60,LMB,,,,,,,,,,,,,,,,,,,
2015,620209,620251012,06,21,60,LMBDEG2,,,,,,,,,,,,,,,,,,,
2015,620209,620251012,06,21,60,LPB,,,,,,,,,,,,,,,,,,,
2015,620209,620251012,06,21,60,LPBDEG2,,,,,,,,,,,,,,,,,,,
2015,620209,620251012,06,21,60,LYMPH,,,,,,,,,,,,,,,,,,,
2015,620209,620251012,06,21,60,MAS,,,1,,,,,,,,,,,,,,1,,1
2015,620209,620251012,06,21,60,MFEBTcc,,,,,,,,,,,,,,,,,,,
2015,620209,620251012,06,21,60,MORGRIASC,,,,,,,,,,,,,,,,,,,
2015,620209,620251012,06,21,60,OBESITE,,,,,,,,,,,,,,,,,,,
2015,620209,620251012,06,21,60,OEILRNTNC,,,,,,,,,,,,,,,,,,,
2015,620209,620251012,06,21,60,OEILRT,,,,,,,,,,,,,,,,,,,
2015,620209,620251012,06,21,60,OTITE,,,,,,,,,,,,,,,,,,,
2015,620209,620251012,06,21,60,PALU_FE,,,,,,,,,,,,,,,,,,,
2015,620209,620251012,06,21,60,PALU_G,,,,,,,,,,,,,,,,,,,
2015,620209,620251012,06,21,60,PALU_S,,,,,1,1,2,,2,,,1,,,,,5,2,7
2015,620209,620251012,06,21,60,PESTE,,,,,,,,,,,,,,,,,,,
2015,620209,620251012,06,21,60,PFA,,,,,,,,,,,,,,,,,,,
2015,620209,620251012,06,21,60,PNEU,,,,,,,,,,,,,,,,,,,
2015,620209,620251012,06,21,60,RETCROIS,,,,,,,,,,,,,,,,,,,
2015,620209,620251012,06,21,60,SGDANG,,,,,,,,,,,,,,,,,,,
2015,620209,620251012,06,21,60,SUSPARBO,,,,,,,,,,,,,,,,,,,
2015,620209,620251012,06,21,60,SUSPCATA,,,,,,,,,,,,,,,,,,,
2015,620209,620251012,06,21,60,SUSPDIAB,,,,,,,,,,,,,,,,,,,
2015,620209,620251012,06,21,60,SUSPDREPA,,,,,,,,,,,,,,,,,,,
2015,620209,620251012,06,21,60,SUSPFVR,,,,,,,,,,,,,,,,,,,
2015,620209,620251012,06,21,60,SUSPGRIP,,,,,,,,,,,,,,,,,,,
2015,620209,620251012,06,21,60,SUSPMENING,,,,,,,,,,,,,,,,,,,
2015,620209,620251012,06,21,60,SUSPROUG,,,,,,,,,,,,,,,,,,,
2015,620209,620251012,06,21,60,TETA,,,,,,,,,,,,,,,,,,,
2015,620209,620251012,06,21,60,TIAC,,,,,,,,,,,,,,,,,,,
2015,620209,620251012,06,21,60,TROUMENT,,,,,,,,,,,,,,,,,,,
2015,620209,620251012,06,21,60,TUBCONF,,,,,,,,,,,,,,,,,,,
2015,620209,620251012,06,21,60,TXRH,,,1,1,1,2,2,2,2,2,1,7,,,,,7,14,21
2015,620209,620251012,06,21,60,TXSUSPTUB,,,,,,,,,,,,,,,,,,,
2015,620209,620251012,06,21,60,UG,,,,,,,,,,,,,,,,,,,
2015,620205,620241007,08,21,60,HTA,,,,,,,,,,,,,,,,,,,
2015,620205,620241007,08,21,60,HYDROC,,,,,,,,,,,,,,,,,,,
2015,620205,620241007,08,21,60,ICAM,,,,,,,,,,,,,,,,,,,
2015,620205,620241007,08,21,60,INFVIH,,,,,,,,,,,,,,,,,,,
2015,620205,620241007,08,21,60,INSUFPOND,,,,,,,,,,,,,,,,,,,
2015,620205,620241007,08,21,60,LESKCCOL,,,,,,,,,,,,,,,,,,,
2015,620205,620241007,08,21,60,LMB,,,,,,,,,,,,,,,,,,,
2015,620205,620241007,08,21,60,LMBDEG2,,,,,,,,,,,,,,,,,,,
2015,620205,620241007,08,21,60,LPB,,,,,,,,,,,,,,,,,,,
2015,620205,620241007,08,21,60,LPBDEG2,,,,,,,,,,,,,,,,,,,
2015,620205,620241007,08,21,60,LYMPH,,,,,,,,,,,,,,,,,,,
2015,620205,620241007,08,21,60,MAS,,,,,,,,,,,,,,,,,,,
2015,620205,620241007,08,21,60,MFEBTcc,,,,,,,,,,,,,,,,,,,
2015,620205,620241007,08,21,60,MORGRIASC,,,,,,,,,,,,,,,,,,,
2015,620205,620241007,08,21,60,OBESITE,,,,,,,,,,,,,,,,,,,
2015,620205,620241007,08,21,60,OEILRNTNC,,,,,,,,,,,,,,,,,,,
2015,620205,620241007,08,21,60,OEILRT,,,,,,,,,,,,,,,,,,,
2015,620205,620241007,08,21,60,OTITE,,,,,,,,,,,,,,,,,,,
2015,620205,620241007,08,21,60,PALU_FE,,,,,,,,,,,,,,,,,,,
2015,620205,620241007,08,21,60,PALU_G,,,,,,,,,,,,,,,,,,,
2015,620205,620241007,08,21,60,PALU_S,,,,,,,1,,3,,,,,,,,4,,4
2015,620205,620241007,08,21,60,PESTE,,,,,,,,,,,,,,,,,,,
2015,620205,620241007,08,21,60,PFA,,,,,,,,,,,,,,,,,,,
2015,620205,620241007,08,21,60,PNEU,,,,,,,,,,,,,,,,,,,
2015,620205,620241007,08,21,60,RETCROIS,,,,,,,,,,,,,,,,,,,
2015,620205,620241007,08,21,60,SGDANG,,,,,,,,,,,,,,,,,,,
2015,620205,620241007,08,21,60,SUSPARBO,,,,,,,,,,,,,,,,,,,
2015,620205,620241007,08,21,60,SUSPCATA,,,,,,,,,,,,,,,,,,,
2015,620205,620241007,08,21,60,SUSPDIAB,,,,,,,,,,,,,,,,,,,
2015,620205,620241007,08,21,60,SUSPDREPA,,,,,,,,,,,,,,,,,,,
2015,620205,620241007,08,21,60,SUSPFVR,,,,,,,,,,,,,,,,,,,
2015,620205,620241007,08,21,60,SUSPGRIP,,,,,,,,1,,,,,,,,,,1,1
2015,620205,620241007,08,21,60,SUSPMENING,,,,,,,,,,,,,,,,,,,
2015,620205,620241007,08,21,60,SUSPROUG,,,,,,,,,,,,,,,,,,,
2015,620205,620241007,08,21,60,TETA,,,,,,,,,,,,,,,,,,,
2015,620205,620241007,08,21,60,TIAC,,,,,,,,,,,,,,,,,,,
2015,620205,620241007,08,21,60,TROUMENT,,,,,,,,,,,,,,,,,,,
2015,620205,620241007,08,21,60,TUBCONF,,,,,,,,,,,,,,,,,,,
2015,620205,620241007,08,21,60,TXRH,,3,,1,2,4,3,6,7,2,,,,,,,12,16,28
2015,620205,620241007,08,21,60,TXSUSPTUB,,,,,,,,,,,,,,,,,,,
2015,620205,620241007,08,21,60,UG,,,,,,,,,,,,,,,,,,,
2015,620209,620251012,09,21,60,ANEMGRAV,,,,,,,,,,,,,,,,,,,
2015,620209,620251012,09,21,60,ANEMIE,,,,,,,,,,,,,,,,,,,
2015,620209,620251012,09,21,60,ASTH,,,,,,,,,,,,,,,,,,,
2015,620209,620251012,09,21,60,AUTEPID,,,,,,,,,,,,,,,,,,,
2015,620209,620251012,09,21,60,AUTFH,,,,,,,,,,,,,,,,,,,
2015,620209,620251012,09,21,60,AUTIRA,,,,,,,,,,,,,,,,,,,
2015,620209,620251012,09,21,60,AUTRESNC,,1,6,,7,10,2,3,,,6,13,,,1,1,21,27,48
2015,620209,620251012,09,21,60,AVC,,,,,,,,,,,,,,,,,,,
2015,620209,620251012,09,21,60,CARIES,,,,,,,,,,,,,,,,,,,
2015,620205,620241007,06,21,60,ANEMGRAV,,,,,,,,,,,,,,,,,,,
2015,620205,620241007,06,21,60,ANEMIE,,,,,,,,,,,,,,,,,,,
2015,620205,620241007,06,21,60,ASTH,,,,,,,,,,,,,,,,,,,
2015,620205,620241007,06,21,60,AUTEPID,,,,,,,,,,,,,,,,,,,
2015,620205,620241007,06,21,60,AUTFH,,,,,,,,,,,,,,,,,,,
2015,620205,620241007,06,21,60,AUTIRA,,,,,,,,,,,,,,,,,,,
2015,620205,620241007,06,21,60,AUTRESNC,,,,,,,,,,,,,,,,,,,
2015,620205,620241007,06,21,60,AVC,,,,,,,,,,,,,,,,,,,
2015,620205,620241007,06,21,60,CARIES,,,,,,,,,,,,,,,,,,,
2015,620205,620241007,06,21,60,COQ,,,,,,,,,,,,,,,,,,,
2015,620205,620241007,06,21,60,DEFAUD,,,,,,,,,,,,,,,,,,,
2015,620205,620241007,06,21,60,DEFVISU,,,,,,,,,,,,,,,,,,,
2015,620205,620241007,06,21,60,DIAR,,,,2,5,3,,,,,,,,,,,5,5,10
2015,620205,620241007,06,21,60,DIPHT,,,,,,,,,,,,,,,,,,,
2015,620205,620241007,06,21,60,EG,,,,,,,,,,,,,,,,,,,
2015,620205,620241007,06,21,60,EPIL,,,,,,,,,,,,,,,,,,,
2015,620205,620241007,06,21,60,HTA,,,,,,,,,,,,,,,,,,,
2015,620205,620241007,06,21,60,HYDROC,,,,,,,,,,,,,,,,,,,
2015,620205,620241007,06,21,60,ICAM,,,,,,,,,,,,,,,,,,,
2015,620205,620241007,06,21,60,INFVIH,,,,,,,,,,,,,,,,,,,
2015,620205,620241007,06,21,60,INSUFPOND,,,,,,,,,,,,,,,,,,,
2015,620205,620241007,06,21,60,LESKCCOL,,,,,,,,,,,,,,,,,,,
2015,620205,620241007,06,21,60,LMB,,,,,,,,,,,,,,,,,,,
2015,620205,620241007,06,21,60,LMBDEG2,,,,,,,,,,,,,,,,,,,
2015,620205,620241007,06,21,60,LPB,,,,,,,,,,,,,,,,,,,
2015,620205,620241007,06,21,60,LPBDEG2,,,,,,,,,,,,,,,,,,,
2015,620205,620241007,06,21,60,LYMPH,,,,,,,,,,,,,,,,,,,
2015,620205,620241007,06,21,60,MAS,,,,,,,,,,,,,,,,,,,
2015,620205,620241007,06,21,60,MFEBTcc,,,,,,,,,,,,,,,,,,,
2015,620205,620241007,06,21,60,MORGRIASC,,,,,,,,,,,,,,,,,,,
2015,620205,620241007,06,21,60,OBESITE,,,,,,,,,,,,,,,,,,,
2015,620205,620241007,06,21,60,OEILRNTNC,,,,,,,,,,,,,,,,,,,
2015,620205,620241007,06,21,60,OEILRT,,,,,,,,,,,,,,,,,,,
2015,620205,620241007,06,21,60,OTITE,,,,,,,,,,,,,,,,,,,
2015,620205,620241007,06,21,60,PALU_FE,,,,,,,,,,,,,,,,,,,
2015,620205,620241007,06,21,60,PALU_G,,,,,,,,,,,,,,,,,,,
2015,620205,620241007,06,21,60,PALU_S,,,,1,,,,4,,,,,,,,,,5,5
2015,620205,620241007,06,21,60,PESTE,,,,,,,,,,,,,,,,,,,
2015,620205,620241007,06,21,60,PFA,,,,,,,,,,,,,,,,,,,
2015,620205,620241007,06,21,60,PNEU,,,,,,,,,,,,,,,,,,,
2015,620205,620241007,06,21,60,RETCROIS,,,,,,,,,,,,,,,,,,,
2015,620205,620241007,06,21,60,SGDANG,,,,,,,,,,,,,,,,,,,
2015,620205,620241007,06,21,60,SUSPARBO,,,,,,,,,,,,,,,,,,,
2015,620205,620241007,06,21,60,SUSPCATA,,,,,,,,,,,,,,,,,,,
2015,620205,620241007,06,21,60,SUSPDIAB,,,,,,,,,,,,,,,,,,,
2015,620205,620241007,06,21,60,SUSPDREPA,,,,,,,,,,,,,,,,,,,
2015,620205,620241007,06,21,60,SUSPFVR,,,,,,,,,,,,,,,,,,,
2015,620205,620241007,06,21,60,SUSPGRIP,,,,,,,,,,,,,,,,,,,
2015,620205,620241007,06,21,60,SUSPMENING,,,,,,,,,,,,,,,,,,,
2015,620205,620241007,06,21,60,SUSPROUG,,,,,,,,,,,,,,,,,,,
2015,620205,620241007,06,21,60,TETA,,,,,,,,,,,,,,,,,,,
2015,620205,620241007,06,21,60,TIAC,,,,,,,,,,,,,,,,,,,
2015,620205,620241007,06,21,60,TROUMENT,,,,,,,,,,,,,,,,,,,
2015,620205,620241007,06,21,60,TUBCONF,,,,,,,,,,,,,,,,,,,
2015,620205,620241007,06,21,60,TXRH,,,,,,,6,,,,,,,,,,6,,6
2015,620205,620241007,06,21,60,TXSUSPTUB,,,,,,,,,,,,,,,,,,,
2015,620205,620241007,06,21,60,UG,,,,,,,,,,,,,,,,,,,
2015,620205,620241007,08,21,60,ANEMGRAV,,,,,,,,,,,,,,,,,,,
2015,620205,620241007,08,21,60,ANEMIE,,,,,,,,,,,,,,,,,,,
2015,620205,620241007,08,21,60,ASTH,,,,,,,,,,,,,,,,,,,
2015,620205,620241007,08,21,60,AUTEPID,,,,,,,,,,,,,,,,,,,
2015,620205,620241007,08,21,60,AUTFH,,,,,,,,,,,,,,,,,,,
2015,620205,620241007,08,21,60,AUTIRA,,,,,,,,,,,,,,,,,,,
2015,620205,620241007,08,21,60,AUTRESNC,,,,,,,,,,,,,,,,,,,
2015,620205,620241007,08,21,60,AVC,,,,,,,,,,,,,,,,,,,
2015,620205,620241007,08,21,60,CARIES,,,,,,,,,,,,,,,,,,,
2015,620205,620241007,08,21,60,COQ,,,,,,,,,,,,,,,,,,,
2015,620205,620241007,08,21,60,DEFAUD,,,,,,,,,,,,,,,,,,,
2015,620205,620241007,08,21,60,DEFVISU,,,,,,,,,,,,,,,,,,,
2015,620205,620241007,08,21,60,DIAR,,,,,2,,,,,,,,,,,,2,,2
2015,620205,620241007,08,21,60,DIPHT,,,,,,,,,,,,,,,,,,,
2015,620205,620241007,08,21,60,EG,,,,,,,,,,,,,,,,,,,
2015,620205,620241007,08,21,60,EPIL,,,,,,,,,,,,,,,,,,,
2015,620209,620251012,09,21,60,COQ,,,,,,,,,,,,,,,,,,,
2015,620209,620251012,09,21,60,DEFAUD,,,,,,,,,,,,,,,,,,,
2015,620209,620251012,09,21,60,DEFVISU,,,,,,,,,,,,,,,,,,,
