cAnnee,cCodeNiv,cCodeStru,cPeriode,cTypeRapport,cMEDIC_FAN_VFMP,cMEDIC_FAN_VECM,cMEDIC_FAN_DETTES,cMEDIC_FAN_VSCM,cMEDIC_FAN_CREREC,cMEDIC_FAN_VTFMC,cMEDIC_FAN_VPFMC,cMEDIC_FAN_ECART,cPHAGCO_FAN_SFMP,cPHAGCO_FAN_RCM,cPHAGCO_FAN_DETTE,cPHAGCO_FAN_DEP,cPHAGCO_FAN_AUTDCM,cPHAGCO_FAN_CREREC,cPHAGCO_FAN_RTFMC,cPHAGCO_FAN_SOLCA,cPHAGCO_FAN_SOLBA,cPHAGCO_FAN_ECART,cDEN_FAN_SFMP,cDEN_FAN_RCM,cDEN_FAN_DETTE,cDEN_FAN_DEP,cDEN_FAN_AUTDCM,cDEN_FAN_CREREC,cDEN_FAN_RTFMC,cDEN_FAN_SOLCA,cDEN_FAN_SOLBA,cDEN_FAN_ECART,cPHAGCO_FEQ_SFMP,cPHAGCO_FEQ_RCM,cPHAGCO_FEQ_SUBV,cPHAGCO_FEQ_DCM,cPHAGCO_FEQ_RTFMC,cPHAGCO_FEQ_SOLBA,cPHAGCO_FEQ_ECART,cDEN_FEQ_SFMP,cDEN_FEQ_RCM,cDEN_FEQ_SUBV,cDEN_FEQ_DCM,cDEN_FEQ_RTFMC,cDEN_FEQ_SOLBA,cDEN_FEQ_ECART
2017,350513,350552017,09,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,350513,350552017,10,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,350513,350552017,11,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,350513,350552017,12,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,410207,410251024,01,21,1496605,330334,0,328573,0,1498366,1498365,-1,538297,328573,0,244692,39045,0,583133,248133,335000,0,,,,,,,,,,,305225,7302,0,13400,299127,138000,-161127,,,,,,,
2017,410207,410251024,02,21,1498365,0,0,182639,0,1315726,1315726,0,583133,182639,0,0,10823,0,754949,419949,335000,0,,,,,,,,,,,299127,4059,0,10373,292813,138000,-154813,,,,,,,
2017,410207,410251024,03,21,1315726,494438,0,201274,0,1608890,1608890,0,754949,201274,0,366250,41227,0,548746,213746,335000,0,,,,,,,,,,,292812,4473,0,7424,289861,138000,-151861,,,,,,,
2017,410207,410251024,04,21,1608890,0,0,198535,0,1410355,1410355,0,548746,198535,0,0,11765,0,735516,179136,548745,-7635,,,,,,,,,,,289861,4412,0,13908,280365,288000,7635,,,,,,,
2017,410207,410251024,05,21,1410355,310381,0,204475,0,1516261,1516261,0,735515,204475,0,229912,27010,0,683068,187777,485945,-9346,,,,,,,,,,,280365,2781,0,6256,276890,288000,11110,,,,,,,
2017,410207,410251024,06,21,1516261,0,0,159874,0,1356387,1356387,0,683069,159874,0,0,9474,0,833469,318539,485945,-28985,,,,,,,,,,,278653,3553,0,23191,259015,288000,28985,,,,,,,
2017,410207,410251024,07,21,1356387,245244,0,228458,0,1373173,1373173,0,828769,151913,0,181662,24735,0,774285,255729,485945,-32611,,,,,,,,,,,259015,3376,0,7001,255390,288000,32610,,,,,,,
2017,410207,410251024,08,21,1373173,0,0,177387,0,1195786,1195786,0,774284,172843,0,0,10243,0,936884,162601,774284,1,,,,,,,,,,,255390,3841,0,3484,255747,255390,-357,,,,,,,
2017,410207,410251024,09,21,1195786,285629,0,248611,0,1232804,1232804,0,936885,248611,0,211577,40459,0,933460,213936,703229,-16295,,,,,,,,,,,255746,5525,0,20944,240327,256622,16295,,,,,,,
2017,410207,410251024,10,21,1232804,0,0,381885,0,850919,850920,1,933460,381885,0,0,22630,0,1292715,321409,917165,-54141,,,,,,,,,,,240327,8486,0,46332,202481,256622,54141,,,,,,,
2017,410207,410251024,11,21,850920,1000216,0,149836,0,1701300,1701629,329,1292714,149836,0,567283,228982,0,646285,48387,597899,1,,,,,,,,,,,202481,3330,173618,15126,364303,256622,-107681,,,,,,,
2017,410207,410251024,12,21,1701629,0,0,183786,0,1517843,1517843,0,646286,183786,0,0,50891,0,779181,217282,561899,0,,,,,,,,,,,364303,4084,0,46406,321981,220622,-101359,,,,,,,
2017,410604,410641011,01,21,3220563,,,53948,,3166615,3166615,0,2472200,53948,,,1198,,2524950,2425000,100000,50,,,,,,,,,,,338409,1198,,,339607,,,,,,,,,
2017,410604,410641011,02,21,3166615,,,54482,,3112133,3112133,0,2525000,54482,,,1635,,2577847,2477700,100000,-147,,,,,,,,,,,339606,1635,,,341241,,,,,,,,,
2017,410604,410641011,03,21,3112133,,,49248,,3062885,3062885,0,2577700,49248,,,1095,,2625853,2525850,100000,-3,,,,,,,,,,,341240,1095,,,342335,,,,,,,,,
2017,410604,410641011,04,21,3062885,,,78473,,2984412,2984412,0,2625850,78473,,,1700,,2702623,2602620,100000,-3,,,,,,,,,,,342335,1700,,,344035,,,,,,,,,
2017,410604,410641011,05,21,2984412,,,43958,,2940454,2940454,0,2702620,43958,,,1000,,2745578,2645570,100000,-8,,,,,,,,,,,344000,1000,,,345000,,,,,,,,,
2017,410604,410641011,06,21,2940454,,,,,2940454,2940454,0,2745800,,,,,,2745800,2645800,100000,0,,,,,,,,,,,345000,,,,345000,,,,,,,,,
2017,410604,410641011,07,21,2940454,,,,,2940454,2940454,0,2745570,,,,,,2745570,2645570,100000,0,,,,,,,,,,,345000,,,,345000,,,,,,,,,
2017,410604,410641011,08,21,2940454,,,,,2940454,2940400,-54,2745570,,,,,,2745570,2645500,100000,-70,,,,,,,,,,,345000,,,,345000,,,,,,,,,
2017,410604,410641011,09,21,2940400,,,,,2940400,2940400,0,2745500,,,,,,2745500,2645500,100000,0,,,,,,,,,,,345000,,,,345000,,,,,,,,,
2017,410604,410641011,10,21,2940454,,,,,2940454,2940454,0,2745800,,,,,,2745800,2645800,100000,0,,,,,,,,,,,345000,,,,345000,,,,,,,,,
2017,410604,410641011,11,21,2940454,,,,,2940454,2940454,0,2745800,,,,,,2745800,2645800,100000,0,,,,,,,,,,,345000,,,,345000,,,,,,,,,
2017,410604,410641011,12,21,2940454,,,,,2940454,2940454,0,2745800,,,,,,2745800,2645800,100000,0,,,,,,,,,,,345000,,,,345000,,,,,,,,,
2017,420102,420152024,01,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,420102,420152024,02,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,420102,420152024,03,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,420102,420152024,04,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,420102,420152024,05,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,420102,420152024,06,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,420102,420152024,07,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,420102,420152024,08,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,420102,420152024,09,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,420102,420152024,10,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,420102,420152024,11,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,420102,420152024,12,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,420303,420341007,02,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,420303,420341007,03,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,420303,420341007,04,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,420303,420341007,05,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,420303,420341007,06,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,420303,420341007,07,21,2117170,2117170,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
2017,420303,420341007,08,21,1671867,0,0,49309,0,1622558,,,1747323,49309,0,0,1096,0,1795536,1007633,787903,0,,,,,,,,,,,25597,1096,0,0,26693,3000,-23693,,,,,,,
2017,420303,420341007,09,21,1622558,,,51639,,1570919,,,1795536,51639,,,,,1847175,1058124,787903,-1148,,,,,,,,,,,26693,1148,,,27841,3000,-24841,,,,,,,
2017,420303,420341007,10,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,420303,420341007,11,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,420303,420341007,12,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,430113,430141020,01,21,296754,218968,3170790,2361,,3684151,515722,-3168429,468790,2361,,200000,4444,,266707,266708,67077,,,,,,,,,,,,62633,4444,,,,67077,,,,,,,,
2017,430302,430341004,01,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,430302,430341004,02,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,430302,430341004,03,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,430302,430341004,04,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,430302,430341004,05,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,430302,430341004,06,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,430302,430341004,07,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,430303,430341006,01,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,430303,430341006,02,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,430303,430341006,03,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,430303,430341006,04,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,430303,430341006,05,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,430303,430341006,06,21,,79645,,57769,,21876,21876,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,430303,430341006,07,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,430303,430341006,08,21,447105,614527,,251061,,810571,363466,,447105,251061,,,,,698166,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,430303,430351007,01,21,336753,,,86568,,250185,250185,0,233167,86568,,,,,319735,319735,,0,,,,,,,,,,,,,,,,,,,,,,,,
2017,430303,430351007,02,21,250185,,,97329,,152856,152856,0,319735,97329,,,,,417064,417064,,,,,,,,,,,,,9593,2920,,,12513,12513,0,,,,,,,
2017,430303,430351007,03,21,204257,,,87040,,117217,117217,,417064,87040,,,,,504104,104104,400000,,,,,,,,,,,,12513,1935,,,14448,14448,,,,,,,,
2017,430303,430351007,04,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,430303,430351007,05,21,269167,,,,,,,,15078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,430303,430351007,06,21,274167,,,164382,,109785,109785,0,532454,164382,,,,,696836,196836,500000,0,,,,,,,,,,,15078,4300,,,19378,,,,,,,,,
2017,430303,430351007,07,21,137029,,,,,,,,696836,168782,,,,,865618,165618,700000,,,,,,,,,,,,,,,,,,,,,,,,,
2017,430303,430351007,08,21,593228,,,272748,,320480,320480,0,865618,272748,,,,,1138366,438366,700000,,,,,,,,,,,,23782,6062,,,29844,,,,,,,,,
2017,430303,430351014,01,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,430303,430351014,02,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,430303,430351014,03,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,430303,430351014,04,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,430303,430351014,05,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,430303,430351014,06,21,5500,63200,,,,68700,68700,0,8000,43000,,,,,51000,51000,,0,,,,,,,,,,,,,,,,,,,,,,,,
2017,430303,430351014,07,21,68700,201592,,,,270292,270292,,51000,48427,,,45000,,54427,54427,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,430303,430351014,08,21,2702992,,,65907,,2637085,270292,,54427,65907,,,,,120334,120334,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,430405,430442013,02,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,430405,430442013,07,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,440109,440141019,01,21,240000,,,,,,,,,,,,,,,,700000,,,,,,,,,,,,,,,,,,,,,,,,,
2017,440109,440141019,02,21,240000,480000,0,70000,0,650000,250000,-400000,240000,480000,0,70000,0,0,650000,250000,700000,300000,,,,,,,,,,,,,,,,,,,,,,,,
2017,440109,440141019,03,21,250000,480000,0,70000,0,660000,250000,-410000,700000,480000,0,0,0,0,1180000,250000,700000,-230000,,,,,,,,,,,,,,,,,,,,,,,,
2017,440109,440141019,04,21,250000,150000,0,0,0,400000,350000,-50000,250000,450000,0,0,0,0,700000,70000,600000,,,,,,,,,,,,,,,,,,,,,,,,,
2017,440109,440141019,05,21,250000,450000,0,0,0,700000,250000,-450000,250000,150000,0,0,0,0,400000,350000,700000,650000,,,,,,,,,,,,,,,,,,,,,,,,
2017,440109,440141019,06,21,280000,230000,0,180000,0,330000,260000,-70000,450000,180000,0,230000,0,0,400000,400000,600000,600000,,,,,,,,,,,,,,,,,,,,,,,,
2017,440109,440141019,07,21,400000,525000,0,500000,0,425000,420000,-5000,450000,180000,0,230000,0,0,400000,400000,600000,600000,,,,,,,,,,,,,,,,,,,,,,,,
2017,440109,440141019,08,21,425000,400000,0,0,0,825000,750000,-75000,1000000,350000,0,0,0,0,1350000,750000,600000,0,,,,,,,,,,,,,,,,,,,,,,,,
2017,440109,440141019,09,21,750000,0,0,0,0,750000,450000,-300000,1350000,750000,0,0,0,0,2100000,600000,600000,-900000,,,,,,,,,,,,,,,0,,0,,,,,,,
2017,440109,440141019,10,21,450000,250000,0,0,0,700000,110000,-590000,1500000,350000,0,0,0,0,1850000,1000000,600000,-250000,,,,,,,,,,,,,,,,,,,,,,,,
2017,440109,440141019,11,21,300000,300000,0,195379,0,404621,275000,-129621,1350000,750000,0,0,0,0,2100000,600000,600000,-900000,,,,,,,,,,,,,,,,,,,,,,,,
2017,440109,440141019,12,21,300000,300000,0,200000,0,400000,275000,-125000,1350000,750000,0,0,0,0,2100000,600000,600000,-900000,,,,,,,,,,,,,,,,,,,,,,,,
2017,440301,440341001,01,21,1011503,,,163200,,848303,848303,0,932258,163200,,,4258,,1091200,,1091200,0,,,,,,,,,,,48636,4258,,,52894,52894,0,,,,,,,
2017,440301,440341001,02,21,848303,,,361300,,487003,487003,0,1091200,361300,,,9425,,1443075,1443075,,0,,,,,,,,,,,52894,9425,,,62319,62319,0,,,,,,,
2017,440301,440341001,03,21,487003,,,63100,,423903,423903,0,1443075,63100,,,1646,,1504529,,1504529,0,,,,,,,,,,,62319,1646,,,63965,63965,0,,,,,,,
2017,440301,440341001,04,21,423903,,,305832,,118071,118071,0,1504529,248102,,,6473,,1746158,,1746158,0,,,,,,,,,,,63965,6473,,,70438,70438,0,,,,,,,
2017,440301,440341001,05,21,148446,308637,,24165,,432918,432918,0,1746159,24163,,235245,12630,,1522447,,1522447,0,,,,,,,,,,,70438,630,,,71068,71068,0,,,,,,,
2017,440301,440341001,06,21,432918,,,14682,,418236,418236,0,1522448,14682,,,383,,1536747,,1536747,0,,,,,,,,,,,71069,383,,,71452,71452,0,,,,,,,
2017,440301,440341001,07,21,418235,132975,,227844,,323366,323366,0,1536744,227844,,106380,5944,,1652264,,1652268,4,,,,,,,,,,,71451,5944,,,77395,77395,0,,,,,,,
2017,440301,440341001,08,21,323366,0,0,142511,0,180855,180855,0,1652268,142511,0,0,3717,,1791062,0,1791062,0,,,,,,,,,,,77396,3717,,,81113,81113,0,,,,,,,
2017,440301,440341001,09,21,180855,,,48547,,132308,132307,,1791062,48547,,,1200,,1838409,,1838409,0,,,,,,,,,,,81112,1200,,,82312,82312,0,,,,,,,
2017,440301,440341001,10,21,132307,1120500,,44017,,1208790,1208790,0,1838410,44017,,889920,36148,,956359,,956359,0,,,,,,,,,,,82312,1148,,,83460,83460,0,,,,,,,
2017,440301,440341001,11,21,1208790,,,310527,,898263,898263,0,956359,310527,,,8100,,1258786,,1258786,0,,,,,,,,,,,83460,8100,,,91560,91560,0,,,,,,,
2017,440301,440341001,12,21,898263,,,249102,,649161,649161,0,1258786,249102,,,6498,,1501390,,1501390,0,,,,,,,,,,,91560,6498,,,98058,98058,0,,,,,,,
2017,440315,440352031,08,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,440409,440441026,01,21,354865,0,0,77741,0,277124,276944,-180,1968161,77741,0,0,1728,0,2044174,0,2044174,0,,,,,,,,,,,357048,1728,0,0,358776,358776,0,,,,,,,
2017,440409,440441026,02,21,276944,0,0,67254,0,209690,209458,-232,2044174,67254,0,0,1495,0,2109933,0,2109933,0,,,,,,,,,,,358776,1495,0,0,360271,360271,0,,,,,,,
2017,440409,440441026,03,21,209458,805433,0,126986,0,887905,878737,-9168,2109933,126986,0,413830,2822,0,1820267,0,1820267,0,,,,,,,,,,,360271,2822,0,0,363093,363093,0,,,,,,,
2017,440409,440441026,04,21,878737,0,0,174903,0,703834,701746,-2088,1820267,174903,0,0,3887,0,1991283,0,1991283,0,,,,,,,,,,,363093,3887,0,0,366980,366980,0,,,,,,,
2017,440409,440441026,05,21,701746,0,0,124296,0,577450,594932,17482,1991283,124296,0,0,2762,0,2112817,0,2112817,0,,,,,,,,,,,366980,2762,0,0,369742,369742,0,,,,,,,
2017,440409,440441026,06,21,594932,0,0,148452,0,446480,445249,-1231,2112817,148452,0,0,3299,0,2257970,0,2257970,0,,,,,,,,,,,369742,3299,0,0,373041,373041,0,,,,,,,
2017,440409,440441026,07,21,445249,220455,0,157094,0,508610,506082,-2528,2257970,157094,,176400,3491,,2235173,,2235173,0,,,,,,,,,,,373041,3491,,,376532,376532,0,,,,,,,
2017,440409,440441026,08,21,506082,325327,0,177002,0,654407,651469,-2938,2235173,177002,0,0,3933,0,2408242,0,2408242,0,,,,,,,,,,,376532,3933,0,0,380465,380465,0,,,,,,,
2017,440409,440441026,09,21,651469,0,0,212316,0,439153,439213,60,2408242,212316,0,0,4718,0,2615840,0,2615840,0,,,,,,,,,,,380465,4718,0,0,385183,385183,0,,,,,,,
2017,440409,440441026,10,21,439213,353133,0,150048,0,642298,641411,-887,2615840,150048,0,282600,3334,0,2479954,0,2479954,0,,,,,,,,,,,385183,3334,0,0,388517,388517,0,,,,,,,
2017,440409,440441026,11,21,641411,,,154788,,486623,487200,577,2279954,154788,,,3440,,2431302,,2431302,,,,,,,,,,,,388517,3440,,,391957,391957,0,,,,,,,
2017,440409,440441026,12,21,487300,,,154913,,332387,334920,2533,2431302,154913,,,3443,,2582772,,2582772,0,,,,,,,,,,,391957,3443,,,395400,395400,0,,,,,,,
2017,440507,440541010,01,21,,,,,,0,,0,,,,,,,0,,,0,,,,,,,0,,,0,,,,,0,,0,,,,,0,,0
2017,440507,440541010,02,21,,,,,,0,,0,,,,,,,0,,,0,,,,,,,0,,,0,,,,,0,,0,,,,,0,,0
2017,440507,440541010,03,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,440507,440541010,04,21,,148599,,8000,,140599,,-140599,,,,,,,0,,,0,,,,,,,0,,,0,,,,,0,,0,,,,,0,,0
2017,440507,440541010,05,21,,,,60000,,-60000,,60000,,60000,,,,,60000,,,-60000,,,,,,,0,,,0,,,,,0,,0,,,,,0,,0
2017,440507,440541010,06,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,440507,440541010,07,21,,,,,,0,,0,,39000,,,,,39000,,,-39000,,,,,,,0,,,0,,,,,0,,0,,,,,0,,0
2017,440507,440541010,08,21,,,,50000,,-50000,,50000,,50000,,,,,50000,,,-50000,,,,,,,0,,,0,,,,,0,,0,,,,,0,,0
2017,440507,440541010,09,21,,,,30000,,-30000,,30000,,30000,,,,,30000,,,-30000,,,,,,,0,,,0,,,,,0,,0,,,,,0,,0
2017,440507,440541010,10,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,440507,440541010,11,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,440507,440541010,12,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,440507,440542025,01,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,440507,440542025,02,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,440507,440542025,03,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,440507,440542025,06,21,,,,,,0,,0,,,,,,,0,,,0,,,,,,,0,,,0,,,,,0,,0,,,,,0,,0
2017,440507,440542025,08,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,440507,440542025,10,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,440507,440542025,11,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,440507,440542025,12,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,440507,440551024,01,21,1016920,894759,,120681,,1790998,,-1790998,,120681,,457114,,,-336433,,,336433,,,,,,,0,,,0,,2682,,,2682,,-2682,,,,,0,,0
2017,440507,440551024,02,21,,329849,,1001061,,-671212,1204526,1875738,,1001061,,244333,,,756728,,,-756728,,,,,,,0,,,0,,22246,,14000,8246,,-8246,,,,,0,,0
2017,440507,440551024,03,21,1204526,921249,,,,2125775,,-2125775,,597233,,682407,33272,,-118446,,,118446,,,,,,,0,,,0,,13272,,,13272,,-13272,,,,,0,,0
2017,440507,440551024,04,21,1188465,689351,,590176,,1287640,1272882,-14758,638283,590176,,510636,,,717823,,,-717823,,,,,,,0,,,0,269514,13115,,,282629,,-282629,,,,,0,,0
2017,440507,440551024,05,21,1272882,482295,,846281,,908896,906369,-2527,674714,846281,,357738,48806,,1114451,,,-1114451,,,,,,,0,,,0,282629,18806,,18000,283435,,-283435,,,,,0,,0
2017,440507,440551024,06,21,906369,170960,,476942,,600387,628160,27773,1114451,476942,,,40599,,1550794,,,-1550794,,,,,,,0,,,0,291435,10599,,,302034,,-302034,,,,,0,,0
2017,440507,440551024,07,21,,1812620,,902339,,910281,,-910281,,902339,,1342681,20052,,-460394,,,460394,,,,,,,0,,,0,,20052,,10000,10052,,-10052,,,,,0,,0
2017,440507,440551024,08,21,,231552,,768786,,-537234,,537234,,768786,,171520,47084,,550182,,,-550182,,,,,,,0,,,0,,17084,,,17084,,-17084,,,,,0,,0
2017,440507,440551024,09,21,,433563,,698935,,-265372,,265372,,698935,,321158,15532,,362245,,,-362245,,,,,,,0,,,0,,15532,,,15532,,-15532,,,,,0,,0
2017,440507,440551024,10,21,,1432696,,663028,,,1511921,,,663028,,1061256,44734,,,,,,,,,,,,,,,,,14734,,15000,,,,,,,,,,
2017,440507,440551024,11,21,,490678,,943833,,,1056591,,,943833,,363465,20974,,,,,,,,,,,,,,,,,20974,,,,,,,,,,,,
2017,440507,440551024,12,21,,176067,,327490,,,,,,327490,,130420,17278,,,,,,,,,,,,,,,,,7278,,10000,,,,,,,,,,
2017,440513,440542027,01,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,440513,440542027,02,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,440513,440542027,03,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,440513,440542027,06,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,440513,440542027,07,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,440513,440542027,09,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,440513,440542027,10,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,440513,440542027,12,21,,,,,,0,,0,,,,,,,0,,,0,,,,,,,0,,,0,,,,,0,,0,,,,,0,,0
2017,510101,510141005,01,21,13830220,0,0,3659581,0,10170639,10170639,0,31396598,3659581,0,0,381144,0,34675035,0,34656877,-18158,5600000,340000,0,0,131000,0,5809000,,,,4266007,81324,0,62751,4284580,,,,,,,,,
2017,510101,510141005,02,21,10170639,6736150,0,2980805,0,13925984,13925984,0,34656877,2919299,0,5362070,307630,0,31906476,0,31888318,-18158,,,,,,,,,,,4284580,66240,0,61506,4289314,,,,,,,,,
2017,510101,510141005,03,21,13925984,0,0,3499362,0,10426622,10426622,0,31888318,3280596,0,0,353909,0,34815005,0,34857786,42781,6053000,440000,0,231000,0,0,6262000,,,,4289314,72902,0,67719,4294497,,,,,,,,,
2017,510101,510141005,04,21,10426622,11367400,0,3470345,0,18323677,18323677,0,34857786,3470340,0,8989600,283442,0,29055084,,28963466,-91618,6256000,470000,0,259100,0,0,6466900,,,,4294497,77118,0,76625,4294990,,,,,,,,,
2017,510101,510141005,05,21,18323677,0,0,3660235,0,14663442,14663442,0,28963466,3660235,0,0,359126,0,32264575,,,,,450000,0,211000,,,239000,,,,4294990,81338,0,106074,4270254,,,,,,,,,
2017,510101,510141005,06,21,14663442,2026700,0,3367277,0,13322865,13322865,0,32221246,3030047,0,1590788,340621,0,33319884,0,33305838,-14046,,,,,,,,,,,4270254,62726,0,67334,4265646,,,,,,,,,
